province_name,year,month,date,rainfall_mm
Dong Thap,2020.0,3.0,2020-03-01,10.725001914974625
Kien Giang,2020.0,3.0,2020-03-01,17.192027833696784
Long An,2020.0,3.0,2020-03-01,7.788442288116432
Tien Giang,2020.0,3.0,2020-03-01,5.825247466984045
Soc Trang,2020.0,4.0,2020-04-01,32.83476264381497
Tra Vinh,2020.0,4.0,2020-04-01,19.50461090460904
Vinh Long,2020.0,4.0,2020-04-01,27.672505883088277
Bac Lieu,2020.0,4.0,2020-04-01,50.755781939421425
Ca Mau,2020.0,4.0,2020-04-01,70.38556876043306
Can Tho city,2020.0,4.0,2020-04-01,56.90445479394811
Hau Giang,2020.0,4.0,2020-04-01,48.23804371839306
An Giang,2020.0,4.0,2020-04-01,110.02433546216722
Ben Tre,2020.0,4.0,2020-04-01,17.382673911737378
Dong Thap,2020.0,4.0,2020-04-01,76.3810053099125
Kien Giang,2020.0,4.0,2020-04-01,104.38226952863124
Long An,2020.0,4.0,2020-04-01,62.621537911344724
Tien Giang,2020.0,4.0,2020-04-01,31.230144810372817
Soc Trang,2020.0,5.0,2020-05-01,99.99292801093947
Tra Vinh,2020.0,5.0,2020-05-01,70.30687859582304
Vinh Long,2020.0,5.0,2020-05-01,87.29446752933498
Bac Lieu,2020.0,5.0,2020-05-01,107.86535247002786
Ca Mau,2020.0,5.0,2020-05-01,100.70750756760361
Can Tho city,2020.0,5.0,2020-05-01,95.85981514922841
Hau Giang,2020.0,5.0,2020-05-01,107.05023434095855
An Giang,2020.0,5.0,2020-05-01,93.92769535072937
Ben Tre,2020.0,5.0,2020-05-01,78.2618102166615
Dong Thap,2020.0,5.0,2020-05-01,90.569896717766
Kien Giang,2020.0,5.0,2020-05-01,123.39245123959566
Long An,2020.0,5.0,2020-05-01,112.68634065526487
Tien Giang,2020.0,5.0,2020-05-01,92.38653089020488
Soc Trang,2020.0,6.0,2020-06-01,318.8401073447378
Tra Vinh,2020.0,6.0,2020-06-01,312.5815972105574
Vinh Long,2020.0,6.0,2020-06-01,281.37105192340545
Bac Lieu,2020.0,6.0,2020-06-01,327.70033453016606
Ca Mau,2020.0,6.0,2020-06-01,336.02706180969983
Can Tho city,2020.0,6.0,2020-06-01,258.9991712034221
Hau Giang,2020.0,6.0,2020-06-01,295.6273248215369
An Giang,2020.0,6.0,2020-06-01,196.17219914566715
Ben Tre,2020.0,6.0,2020-06-01,290.4495115613234
Dong Thap,2020.0,6.0,2020-06-01,207.1826534812215
Kien Giang,2020.0,6.0,2020-06-01,298.9732669594258
Long An,2020.0,6.0,2020-06-01,269.9500039174912
Tien Giang,2020.0,6.0,2020-06-01,266.10692881080047
Soc Trang,2020.0,7.0,2020-07-01,205.27422215279944
Tra Vinh,2020.0,7.0,2020-07-01,185.95178762356986
Vinh Long,2020.0,7.0,2020-07-01,196.7091165095686
Bac Lieu,2020.0,7.0,2020-07-01,192.45929528813173
Ca Mau,2020.0,7.0,2020-07-01,204.5886751370218
Can Tho city,2020.0,7.0,2020-07-01,190.22806730275312
Hau Giang,2020.0,7.0,2020-07-01,255.16418755707735
An Giang,2020.0,7.0,2020-07-01,169.89771301817171
Ben Tre,2020.0,7.0,2020-07-01,171.50809554223892
Dong Thap,2020.0,7.0,2020-07-01,147.6104804940892
Kien Giang,2020.0,7.0,2020-07-01,267.7305741546968
Long An,2020.0,7.0,2020-07-01,193.22035026311107
Tien Giang,2020.0,7.0,2020-07-01,178.93346429924907
Soc Trang,2020.0,8.0,2020-08-01,247.0210990367134
Tra Vinh,2020.0,8.0,2020-08-01,228.49152518718182
Vinh Long,2020.0,8.0,2020-08-01,199.72949923517172
Bac Lieu,2020.0,8.0,2020-08-01,257.3267403655218
Ca Mau,2020.0,8.0,2020-08-01,227.5557913822533
Can Tho city,2020.0,8.0,2020-08-01,175.62547441254887
Hau Giang,2020.0,8.0,2020-08-01,240.63182578572207
An Giang,2020.0,8.0,2020-08-01,129.87700951343618
Ben Tre,2020.0,8.0,2020-08-01,195.15540421572115
Dong Thap,2020.0,8.0,2020-08-01,132.64176261884657
Kien Giang,2020.0,8.0,2020-08-01,237.68918083174694
Long An,2020.0,8.0,2020-08-01,168.61199095262478
Tien Giang,2020.0,8.0,2020-08-01,177.04404313191068
Soc Trang,2020.0,9.0,2020-09-01,379.9893307317843
Tra Vinh,2020.0,9.0,2020-09-01,266.8260064494267
Vinh Long,2020.0,9.0,2020-09-01,283.4821967093232
Bac Lieu,2020.0,9.0,2020-09-01,498.9840487820997
Ca Mau,2020.0,9.0,2020-09-01,530.0708290994568
Can Tho city,2020.0,9.0,2020-09-01,314.8513363458599
Hau Giang,2020.0,9.0,2020-09-01,407.5049622934261
An Giang,2020.0,9.0,2020-09-01,287.1166474997006
Ben Tre,2020.0,9.0,2020-09-01,229.0550456569958
Dong Thap,2020.0,9.0,2020-09-01,256.10472003987155
Kien Giang,2020.0,9.0,2020-09-01,428.14036447462775
Long An,2020.0,9.0,2020-09-01,281.1197993249008
Tien Giang,2020.0,9.0,2020-09-01,255.80107994396496
Soc Trang,2020.0,10.0,2020-10-01,456.13872069507954
Tra Vinh,2020.0,10.0,2020-10-01,435.93162720848187
Vinh Long,2020.0,10.0,2020-10-01,370.8932732742387
Bac Lieu,2020.0,10.0,2020-10-01,497.0482362161376
Ca Mau,2020.0,10.0,2020-10-01,552.1392952205687
Can Tho city,2020.0,10.0,2020-10-01,375.6882424143894
Hau Giang,2020.0,10.0,2020-10-01,418.2689258250632
An Giang,2020.0,10.0,2020-10-01,372.0848974900658
Ben Tre,2020.0,10.0,2020-10-01,404.5421166171938
Dong Thap,2020.0,10.0,2020-10-01,340.31227974041053
Kien Giang,2020.0,10.0,2020-10-01,474.0798539529466
Long An,2020.0,10.0,2020-10-01,354.04310926928457
Tien Giang,2020.0,10.0,2020-10-01,378.6946885524068
Soc Trang,2020.0,11.0,2020-11-01,110.77986445334349
Tra Vinh,2020.0,11.0,2020-11-01,81.69964191697345
Vinh Long,2020.0,11.0,2020-11-01,126.84047425765877
Bac Lieu,2020.0,11.0,2020-11-01,138.48835205961996
Ca Mau,2020.0,11.0,2020-11-01,142.6808709455484
Can Tho city,2020.0,11.0,2020-11-01,131.8427973390816
Hau Giang,2020.0,11.0,2020-11-01,143.2746821768944
An Giang,2020.0,11.0,2020-11-01,98.42564979165473
Ben Tre,2020.0,11.0,2020-11-01,108.66825308715715
Dong Thap,2020.0,11.0,2020-11-01,112.89772729376232
Kien Giang,2020.0,11.0,2020-11-01,127.75953223542321
Long An,2020.0,11.0,2020-11-01,122.23180823425659
Tien Giang,2020.0,11.0,2020-11-01,120.66304991473964
Soc Trang,2020.0,12.0,2020-12-01,45.745997744324136
Tra Vinh,2020.0,12.0,2020-12-01,50.912067955101676
Vinh Long,2020.0,12.0,2020-12-01,67.0200086650511
Bac Lieu,2020.0,12.0,2020-12-01,55.085948366165404
Ca Mau,2020.0,12.0,2020-12-01,69.59784047471476
Can Tho city,2020.0,12.0,2020-12-01,58.352686802469535
Hau Giang,2020.0,12.0,2020-12-01,57.79083440806278
An Giang,2020.0,12.0,2020-12-01,62.80690317764779
Ben Tre,2020.0,12.0,2020-12-01,61.7862893795126
Dong Thap,2020.0,12.0,2020-12-01,72.51080803266761
Kien Giang,2020.0,12.0,2020-12-01,63.06142765226054
Long An,2020.0,12.0,2020-12-01,82.84867580610077
Tien Giang,2020.0,12.0,2020-12-01,65.12415888148678
Soc Trang,2021.0,1.0,2021-01-01,7.00246094213673
Tra Vinh,2021.0,1.0,2021-01-01,3.8826972289391457
Vinh Long,2021.0,1.0,2021-01-01,5.277229889666689
Bac Lieu,2021.0,1.0,2021-01-01,9.185870454379954
Ca Mau,2021.0,1.0,2021-01-01,10.490216828950821
Can Tho city,2021.0,1.0,2021-01-01,9.681620798310535
Hau Giang,2021.0,1.0,2021-01-01,10.292734570215366
An Giang,2021.0,1.0,2021-01-01,8.733183478913272
Ben Tre,2021.0,1.0,2021-01-01,3.571556701723455
Dong Thap,2021.0,1.0,2021-01-01,7.833649809652444
Kien Giang,2021.0,1.0,2021-01-01,10.75479725793908
Long An,2021.0,1.0,2021-01-01,7.848337767410996
Tien Giang,2021.0,1.0,2021-01-01,4.817005550521142
Soc Trang,2021.0,2.0,2021-02-01,8.436590070308043
Tra Vinh,2021.0,2.0,2021-02-01,1.5845681262979951
Vinh Long,2021.0,2.0,2021-02-01,5.306031952266095
Bac Lieu,2021.0,2.0,2021-02-01,8.070706196631617
Ca Mau,2021.0,2.0,2021-02-01,6.901527944343441
Can Tho city,2021.0,2.0,2021-02-01,6.500320478788213
Hau Giang,2021.0,2.0,2021-02-01,8.057090813811365
An Giang,2021.0,2.0,2021-02-01,11.238409914571086
Ben Tre,2021.0,2.0,2021-02-01,2.9996623809210265
Dong Thap,2021.0,2.0,2021-02-01,7.594600072798479
Kien Giang,2021.0,2.0,2021-02-01,11.765638032835946
Long An,2021.0,2.0,2021-02-01,6.127485318399017
Tien Giang,2021.0,2.0,2021-02-01,5.239015018844481
Soc Trang,2021.0,3.0,2021-03-01,9.999135047491423
Tra Vinh,2021.0,3.0,2021-03-01,1.7621915618779782
Vinh Long,2021.0,3.0,2021-03-01,1.5340843530510184
Bac Lieu,2021.0,3.0,2021-03-01,16.1031344458152
Ca Mau,2021.0,3.0,2021-03-01,19.403608125534983
Can Tho city,2021.0,3.0,2021-03-01,8.75905218020908
Hau Giang,2021.0,3.0,2021-03-01,13.75367571381933
An Giang,2021.0,3.0,2021-03-01,10.618381749471366
Ben Tre,2021.0,3.0,2021-03-01,1.2114551150370074
Dong Thap,2021.0,3.0,2021-03-01,6.743310444264842
Kien Giang,2021.0,3.0,2021-03-01,18.60233050645634
Long An,2021.0,3.0,2021-03-01,5.89829875016361
Tien Giang,2021.0,3.0,2021-03-01,3.211500577917422
Soc Trang,2021.0,4.0,2021-04-01,164.03759699003433
Tra Vinh,2021.0,4.0,2021-04-01,114.24377973797002
Vinh Long,2021.0,4.0,2021-04-01,154.27797567529916
Bac Lieu,2021.0,4.0,2021-04-01,195.9440140538245
Ca Mau,2021.0,4.0,2021-04-01,215.60327031674683
Can Tho city,2021.0,4.0,2021-04-01,174.3694540082936
Hau Giang,2021.0,4.0,2021-04-01,200.351070777163
An Giang,2021.0,4.0,2021-04-01,189.81361664005524
Ben Tre,2021.0,4.0,2021-04-01,108.79242919561604
Dong Thap,2021.0,4.0,2021-04-01,178.90826116063434
Kien Giang,2021.0,4.0,2021-04-01,240.1868852894819
Long An,2021.0,4.0,2021-04-01,201.70437373520252
Tien Giang,2021.0,4.0,2021-04-01,148.4148028444246
Soc Trang,2021.0,5.0,2021-05-01,209.1241360914204
Tra Vinh,2021.0,5.0,2021-05-01,193.02465594286957
Vinh Long,2021.0,5.0,2021-05-01,214.26678022633885
Bac Lieu,2021.0,5.0,2021-05-01,230.58854048761327
Ca Mau,2021.0,5.0,2021-05-01,251.45780661945187
Can Tho city,2021.0,5.0,2021-05-01,224.5557103704347
Hau Giang,2021.0,5.0,2021-05-01,240.5061006660923
An Giang,2021.0,5.0,2021-05-01,212.83765446804824
Ben Tre,2021.0,5.0,2021-05-01,196.08578492788487
Dong Thap,2021.0,5.0,2021-05-01,213.3672072574899
Kien Giang,2021.0,5.0,2021-05-01,278.32226905417406
Long An,2021.0,5.0,2021-05-01,255.27969136923574
Tien Giang,2021.0,5.0,2021-05-01,218.49222006758387
Soc Trang,2021.0,6.0,2021-06-01,163.97954680208528
Tra Vinh,2021.0,6.0,2021-06-01,129.14712896117277
Vinh Long,2021.0,6.0,2021-06-01,156.61205090418304
Bac Lieu,2021.0,6.0,2021-06-01,189.16964348026397
Ca Mau,2021.0,6.0,2021-06-01,195.0764697536023
Can Tho city,2021.0,6.0,2021-06-01,150.70279214427342
Hau Giang,2021.0,6.0,2021-06-01,168.02868714493633
An Giang,2021.0,6.0,2021-06-01,122.08555426636852
Ben Tre,2021.0,6.0,2021-06-01,141.33009366099972
Dong Thap,2021.0,6.0,2021-06-01,122.89898125624191
Kien Giang,2021.0,6.0,2021-06-01,178.89462647281042
Long An,2021.0,6.0,2021-06-01,152.55160305038174
Tien Giang,2021.0,6.0,2021-06-01,147.99563086265596
Soc Trang,2021.0,7.0,2021-07-01,251.8825206401588
Tra Vinh,2021.0,7.0,2021-07-01,179.62350416427964
Vinh Long,2021.0,7.0,2021-07-01,221.05351341720893
Bac Lieu,2021.0,7.0,2021-07-01,278.91107253472774
Ca Mau,2021.0,7.0,2021-07-01,323.0301235309398
Can Tho city,2021.0,7.0,2021-07-01,252.78098606578735
Hau Giang,2021.0,7.0,2021-07-01,304.853517470748
An Giang,2021.0,7.0,2021-07-01,212.1395344139311
Ben Tre,2021.0,7.0,2021-07-01,166.16733378315078
Dong Thap,2021.0,7.0,2021-07-01,184.22128199826
Kien Giang,2021.0,7.0,2021-07-01,361.96135792051666
Long An,2021.0,7.0,2021-07-01,220.8117627168676
Tien Giang,2021.0,7.0,2021-07-01,194.5075214709732
Soc Trang,2021.0,8.0,2021-08-01,265.96545240473847
Tra Vinh,2021.0,8.0,2021-08-01,221.42365052119388
Vinh Long,2021.0,8.0,2021-08-01,218.28537322504351
Bac Lieu,2021.0,8.0,2021-08-01,337.02866285823364
Ca Mau,2021.0,8.0,2021-08-01,330.6126556129371
Can Tho city,2021.0,8.0,2021-08-01,214.33623295939873
Hau Giang,2021.0,8.0,2021-08-01,275.1031736728687
An Giang,2021.0,8.0,2021-08-01,158.8635592087658
Ben Tre,2021.0,8.0,2021-08-01,178.62506443128026
Dong Thap,2021.0,8.0,2021-08-01,166.9872442304169
Kien Giang,2021.0,8.0,2021-08-01,300.65127429956095
Long An,2021.0,8.0,2021-08-01,217.61957236543375
Tien Giang,2021.0,8.0,2021-08-01,186.367319140981
Soc Trang,2021.0,9.0,2021-09-01,302.62103950778965
Tra Vinh,2021.0,9.0,2021-09-01,273.07459571706704
Vinh Long,2021.0,9.0,2021-09-01,283.93313757165214
Bac Lieu,2021.0,9.0,2021-09-01,324.98508101201537
Ca Mau,2021.0,9.0,2021-09-01,341.5358326446791
Can Tho city,2021.0,9.0,2021-09-01,262.63330173168845
Hau Giang,2021.0,9.0,2021-09-01,309.7637256904927
An Giang,2021.0,9.0,2021-09-01,222.86419029477992
Ben Tre,2021.0,9.0,2021-09-01,256.7985087106091
Dong Thap,2021.0,9.0,2021-09-01,226.9725650398808
Kien Giang,2021.0,9.0,2021-09-01,337.9281756311379
Long An,2021.0,9.0,2021-09-01,302.7766105243389
Tien Giang,2021.0,9.0,2021-09-01,277.4735256873269
Soc Trang,2021.0,10.0,2021-10-01,278.8864243509497
Tra Vinh,2021.0,10.0,2021-10-01,283.96704890052206
Vinh Long,2021.0,10.0,2021-10-01,267.2009093494138
Bac Lieu,2021.0,10.0,2021-10-01,279.2091375784056
Ca Mau,2021.0,10.0,2021-10-01,288.4924546418739
Can Tho city,2021.0,10.0,2021-10-01,280.8686308523232
Hau Giang,2021.0,10.0,2021-10-01,278.3566597473122
An Giang,2021.0,10.0,2021-10-01,279.8972913683493
Ben Tre,2021.0,10.0,2021-10-01,307.6810480920021
Dong Thap,2021.0,10.0,2021-10-01,275.50972533872215
Kien Giang,2021.0,10.0,2021-10-01,314.23486588630664
Long An,2021.0,10.0,2021-10-01,354.1208546303278
Tien Giang,2021.0,10.0,2021-10-01,338.32972231911447
Soc Trang,2021.0,11.0,2021-11-01,220.55983783390369
Tra Vinh,2021.0,11.0,2021-11-01,185.27856015402045
Vinh Long,2021.0,11.0,2021-11-01,189.0884840148349
Bac Lieu,2021.0,11.0,2021-11-01,231.70161150175286
Ca Mau,2021.0,11.0,2021-11-01,264.19052780139003
Can Tho city,2021.0,11.0,2021-11-01,214.6010764467441
Hau Giang,2021.0,11.0,2021-11-01,224.5146533164461
An Giang,2021.0,11.0,2021-11-01,232.12236829162123
Ben Tre,2021.0,11.0,2021-11-01,161.0351023494746
Dong Thap,2021.0,11.0,2021-11-01,217.42354918044703
Kien Giang,2021.0,11.0,2021-11-01,240.3426911310845
Long An,2021.0,11.0,2021-11-01,151.4487593610742
Tien Giang,2021.0,11.0,2021-11-01,147.78924800352698
Soc Trang,2021.0,12.0,2021-12-01,18.574013438100458
Tra Vinh,2021.0,12.0,2021-12-01,18.276484689645617
Vinh Long,2021.0,12.0,2021-12-01,20.137183371376995
Bac Lieu,2021.0,12.0,2021-12-01,26.963053495177995
Ca Mau,2021.0,12.0,2021-12-01,42.959836920777185
Can Tho city,2021.0,12.0,2021-12-01,16.236586234892314
Hau Giang,2021.0,12.0,2021-12-01,18.467547273326357
An Giang,2021.0,12.0,2021-12-01,23.092087203815524
Ben Tre,2021.0,12.0,2021-12-01,19.656156097206
Dong Thap,2021.0,12.0,2021-12-01,18.21184574597532
Kien Giang,2021.0,12.0,2021-12-01,28.300781320294735
Long An,2021.0,12.0,2021-12-01,18.746815152275516
Tien Giang,2021.0,12.0,2021-12-01,16.96393950357963
Soc Trang,2022.0,1.0,2022-01-01,1.586322372943593
Tra Vinh,2022.0,1.0,2022-01-01,1.1280946804890353
Vinh Long,2022.0,1.0,2022-01-01,0.002687726995093043
Bac Lieu,2022.0,1.0,2022-01-01,5.007244330634861
Ca Mau,2022.0,1.0,2022-01-01,7.030382659342291
Can Tho city,2022.0,1.0,2022-01-01,0.3116162347251532
Hau Giang,2022.0,1.0,2022-01-01,1.5186631787931895
An Giang,2022.0,1.0,2022-01-01,3.511888013797769
Ben Tre,2022.0,1.0,2022-01-01,0.3753849571146181
Dong Thap,2022.0,1.0,2022-01-01,1.669033640182378
Kien Giang,2022.0,1.0,2022-01-01,5.724733287231879
Long An,2022.0,1.0,2022-01-01,3.801235613862409
Tien Giang,2022.0,1.0,2022-01-01,0.1655609334037724
Soc Trang,2022.0,2.0,2022-02-01,7.21512708245119
Tra Vinh,2022.0,2.0,2022-02-01,4.136262083318543
Vinh Long,2022.0,2.0,2022-02-01,6.3477259042851415
Bac Lieu,2022.0,2.0,2022-02-01,8.305312856621033
Ca Mau,2022.0,2.0,2022-02-01,9.948470409149154
Can Tho city,2022.0,2.0,2022-02-01,9.729310971623732
Hau Giang,2022.0,2.0,2022-02-01,8.864726384973821
An Giang,2022.0,2.0,2022-02-01,19.314708843687967
Ben Tre,2022.0,2.0,2022-02-01,5.861684812535756
Dong Thap,2022.0,2.0,2022-02-01,11.899676754702298
Kien Giang,2022.0,2.0,2022-02-01,20.460613300647463
Long An,2022.0,2.0,2022-02-01,11.851422232585415
Tien Giang,2022.0,2.0,2022-02-01,7.739932836642395
Soc Trang,2022.0,3.0,2022-03-01,47.98107318127944
Tra Vinh,2022.0,3.0,2022-03-01,32.86104256157009
Vinh Long,2022.0,3.0,2022-03-01,34.326753823889774
Bac Lieu,2022.0,3.0,2022-03-01,59.5589643605168
Ca Mau,2022.0,3.0,2022-03-01,71.00714446980467
Can Tho city,2022.0,3.0,2022-03-01,70.26476912828632
Hau Giang,2022.0,3.0,2022-03-01,69.22311080900037
An Giang,2022.0,3.0,2022-03-01,121.8625483833769
Ben Tre,2022.0,3.0,2022-03-01,35.89691756197785
Dong Thap,2022.0,3.0,2022-03-01,89.93195063801453
Kien Giang,2022.0,3.0,2022-03-01,116.79586749112752
Long An,2022.0,3.0,2022-03-01,86.56422244095518
Tien Giang,2022.0,3.0,2022-03-01,47.504702530784186
Soc Trang,2022.0,4.0,2022-04-01,79.4165087745577
Tra Vinh,2022.0,4.0,2022-04-01,50.76914644352841
Vinh Long,2022.0,4.0,2022-04-01,71.24232479196704
Bac Lieu,2022.0,4.0,2022-04-01,119.1641413987628
Ca Mau,2022.0,4.0,2022-04-01,160.05770480648357
Can Tho city,2022.0,4.0,2022-04-01,106.59724623960666
Hau Giang,2022.0,4.0,2022-04-01,114.71033782837509
An Giang,2022.0,4.0,2022-04-01,156.05318418672817
Ben Tre,2022.0,4.0,2022-04-01,44.72023000328638
Dong Thap,2022.0,4.0,2022-04-01,130.2592676089184
Kien Giang,2022.0,4.0,2022-04-01,186.88471140413563
Long An,2022.0,4.0,2022-04-01,124.09014196604618
Tien Giang,2022.0,4.0,2022-04-01,79.68358449891667
Soc Trang,2022.0,5.0,2022-05-01,257.0712523444656
Tra Vinh,2022.0,5.0,2022-05-01,245.52197075636929
Vinh Long,2022.0,5.0,2022-05-01,220.22472538427516
Bac Lieu,2022.0,5.0,2022-05-01,259.48549111106377
Ca Mau,2022.0,5.0,2022-05-01,257.9238149202411
Can Tho city,2022.0,5.0,2022-05-01,189.32451878886692
Hau Giang,2022.0,5.0,2022-05-01,232.6510981857157
An Giang,2022.0,5.0,2022-05-01,154.84430897363808
Ben Tre,2022.0,5.0,2022-05-01,227.45050098408518
Dong Thap,2022.0,5.0,2022-05-01,167.42497107775932
Kien Giang,2022.0,5.0,2022-05-01,214.40929440531485
Long An,2022.0,5.0,2022-05-01,214.82185926272953
Tien Giang,2022.0,5.0,2022-05-01,217.7875600851364
Soc Trang,2022.0,6.0,2022-06-01,160.94015211227412
Tra Vinh,2022.0,6.0,2022-06-01,143.78616779246886
Vinh Long,2022.0,6.0,2022-06-01,187.43529278714928
Bac Lieu,2022.0,6.0,2022-06-01,180.5288911455552
Ca Mau,2022.0,6.0,2022-06-01,184.8583299897716
Can Tho city,2022.0,6.0,2022-06-01,188.01911483445008
Hau Giang,2022.0,6.0,2022-06-01,197.9141674903994
An Giang,2022.0,6.0,2022-06-01,143.29154339033337
Ben Tre,2022.0,6.0,2022-06-01,151.14267481766646
Dong Thap,2022.0,6.0,2022-06-01,165.190675433584
Kien Giang,2022.0,6.0,2022-06-01,188.72944242178662
Long An,2022.0,6.0,2022-06-01,215.84188696663327
Tien Giang,2022.0,6.0,2022-06-01,179.50163395828127
Soc Trang,2022.0,7.0,2022-07-01,401.6907669202898
Tra Vinh,2022.0,7.0,2022-07-01,295.2917356137542
Vinh Long,2022.0,7.0,2022-07-01,297.3178340516102
Bac Lieu,2022.0,7.0,2022-07-01,402.8630497974245
Ca Mau,2022.0,7.0,2022-07-01,432.92542408513236
Can Tho city,2022.0,7.0,2022-07-01,282.09431771913404
Hau Giang,2022.0,7.0,2022-07-01,423.7475826358308
An Giang,2022.0,7.0,2022-07-01,247.1499928650539
Ben Tre,2022.0,7.0,2022-07-01,241.25099407150518
Dong Thap,2022.0,7.0,2022-07-01,214.27904653660727
Kien Giang,2022.0,7.0,2022-07-01,414.3292316975391
Long An,2022.0,7.0,2022-07-01,265.15177264692767
Tien Giang,2022.0,7.0,2022-07-01,261.07960785321563
Soc Trang,2022.0,8.0,2022-08-01,257.7177738548858
Tra Vinh,2022.0,8.0,2022-08-01,229.58621642401945
Vinh Long,2022.0,8.0,2022-08-01,214.5467674061773
Bac Lieu,2022.0,8.0,2022-08-01,285.53842926450574
Ca Mau,2022.0,8.0,2022-08-01,263.8085409540987
Can Tho city,2022.0,8.0,2022-08-01,212.01034592276307
Hau Giang,2022.0,8.0,2022-08-01,272.4823237658163
An Giang,2022.0,8.0,2022-08-01,173.13380683944115
Ben Tre,2022.0,8.0,2022-08-01,197.1025112665215
Dong Thap,2022.0,8.0,2022-08-01,165.95616889265244
Kien Giang,2022.0,8.0,2022-08-01,295.40637076579213
Long An,2022.0,8.0,2022-08-01,198.94624907505974
Tien Giang,2022.0,8.0,2022-08-01,188.54042479719638
Soc Trang,2022.0,9.0,2022-09-01,305.4488030152936
Tra Vinh,2022.0,9.0,2022-09-01,241.67065941483375
Vinh Long,2022.0,9.0,2022-09-01,225.1608579295655
Bac Lieu,2022.0,9.0,2022-09-01,349.32487603846494
Ca Mau,2022.0,9.0,2022-09-01,365.15404861095703
Can Tho city,2022.0,9.0,2022-09-01,234.77512450564782
Hau Giang,2022.0,9.0,2022-09-01,269.0952003157469
An Giang,2022.0,9.0,2022-09-01,224.22370697078387
Ben Tre,2022.0,9.0,2022-09-01,210.07297221664032
Dong Thap,2022.0,9.0,2022-09-01,214.65667851859686
Kien Giang,2022.0,9.0,2022-09-01,308.42427255781985
Long An,2022.0,9.0,2022-09-01,265.2896958213762
Tien Giang,2022.0,9.0,2022-09-01,229.06764584232945
Soc Trang,2022.0,10.0,2022-10-01,289.8620988101902
Tra Vinh,2022.0,10.0,2022-10-01,331.5070092243196
Vinh Long,2022.0,10.0,2022-10-01,258.69302166642626
Bac Lieu,2022.0,10.0,2022-10-01,259.4377275091726
Ca Mau,2022.0,10.0,2022-10-01,270.1897171465936
Can Tho city,2022.0,10.0,2022-10-01,230.0461752741574
Hau Giang,2022.0,10.0,2022-10-01,245.07093920173045
An Giang,2022.0,10.0,2022-10-01,232.29702639397087
Ben Tre,2022.0,10.0,2022-10-01,329.7626362294331
Dong Thap,2022.0,10.0,2022-10-01,254.58853067430297
Kien Giang,2022.0,10.0,2022-10-01,236.72288104858083
Long An,2022.0,10.0,2022-10-01,320.7117444156884
Tien Giang,2022.0,10.0,2022-10-01,311.3523859156409
Soc Trang,2022.0,11.0,2022-11-01,276.61316864739644
Tra Vinh,2022.0,11.0,2022-11-01,228.9934708003597
Vinh Long,2022.0,11.0,2022-11-01,242.24877166617762
Bac Lieu,2022.0,11.0,2022-11-01,300.6522227481697
Ca Mau,2022.0,11.0,2022-11-01,300.35648059250155
Can Tho city,2022.0,11.0,2022-11-01,244.78866181132145
Hau Giang,2022.0,11.0,2022-11-01,275.02933571508345
An Giang,2022.0,11.0,2022-11-01,208.09836796523692
Ben Tre,2022.0,11.0,2022-11-01,195.83911285024897
Dong Thap,2022.0,11.0,2022-11-01,211.02044503002125
