province_name,year,month,date,rainfall_mm
Vinh Long,1982.0,5.0,1982-05-01,112.2683937924867
Bac Lieu,1982.0,5.0,1982-05-01,177.59358887662637
Ca Mau,1982.0,5.0,1982-05-01,192.6721380284194
Can Tho city,1982.0,5.0,1982-05-01,136.14709594510074
Hau Giang,1982.0,5.0,1982-05-01,178.38461794414417
An Giang,1982.0,5.0,1982-05-01,141.40902162799233
Ben Tre,1982.0,5.0,1982-05-01,112.25060787421398
Dong Thap,1982.0,5.0,1982-05-01,128.7890929009442
Kien Giang,1982.0,5.0,1982-05-01,176.10942573107812
Long An,1982.0,5.0,1982-05-01,130.00587546531517
Tien Giang,1982.0,5.0,1982-05-01,111.97248575861398
Soc Trang,1982.0,6.0,1982-06-01,280.22844327983955
Tra Vinh,1982.0,6.0,1982-06-01,263.4377142445198
Vinh Long,1982.0,6.0,1982-06-01,222.88548070175486
Bac Lieu,1982.0,6.0,1982-06-01,291.3585297395133
Ca Mau,1982.0,6.0,1982-06-01,280.8924591152676
Can Tho city,1982.0,6.0,1982-06-01,189.21848183681004
Hau Giang,1982.0,6.0,1982-06-01,238.72274311950542
An Giang,1982.0,6.0,1982-06-01,191.37150637455167
Ben Tre,1982.0,6.0,1982-06-01,225.30231886221208
Dong Thap,1982.0,6.0,1982-06-01,172.67569011465025
Kien Giang,1982.0,6.0,1982-06-01,283.0845044254499
Long An,1982.0,6.0,1982-06-01,187.05896520470029
Tien Giang,1982.0,6.0,1982-06-01,210.67441223054735
Soc Trang,1982.0,7.0,1982-07-01,175.556212664092
Tra Vinh,1982.0,7.0,1982-07-01,123.94197723973534
Vinh Long,1982.0,7.0,1982-07-01,132.22361960019325
Bac Lieu,1982.0,7.0,1982-07-01,193.05765664825427
Ca Mau,1982.0,7.0,1982-07-01,256.57702755094755
Can Tho city,1982.0,7.0,1982-07-01,159.2746958355143
Hau Giang,1982.0,7.0,1982-07-01,209.36831417777537
An Giang,1982.0,7.0,1982-07-01,133.66226726365528
Ben Tre,1982.0,7.0,1982-07-01,111.95210351493328
Dong Thap,1982.0,7.0,1982-07-01,124.92455313929112
Kien Giang,1982.0,7.0,1982-07-01,255.9253500452948
Long An,1982.0,7.0,1982-07-01,160.33319188562714
Tien Giang,1982.0,7.0,1982-07-01,127.10452432451635
Soc Trang,1982.0,8.0,1982-08-01,236.2154040929671
Tra Vinh,1982.0,8.0,1982-08-01,222.3160626155403
Vinh Long,1982.0,8.0,1982-08-01,205.4020351139821
Bac Lieu,1982.0,8.0,1982-08-01,283.04147760459847
Ca Mau,1982.0,8.0,1982-08-01,302.1129949318516
Can Tho city,1982.0,8.0,1982-08-01,219.22121575621955
Hau Giang,1982.0,8.0,1982-08-01,256.45373503386287
An Giang,1982.0,8.0,1982-08-01,199.03547794654853
Ben Tre,1982.0,8.0,1982-08-01,190.09973878725552
Dong Thap,1982.0,8.0,1982-08-01,169.75625182605435
Kien Giang,1982.0,8.0,1982-08-01,330.8460474685619
Long An,1982.0,8.0,1982-08-01,195.450596503445
Tien Giang,1982.0,8.0,1982-08-01,192.02762550321674
Soc Trang,1982.0,9.0,1982-09-01,216.83980413932343
Tra Vinh,1982.0,9.0,1982-09-01,186.80637155313258
Vinh Long,1982.0,9.0,1982-09-01,183.35945311532188
Bac Lieu,1982.0,9.0,1982-09-01,229.7683083262705
Ca Mau,1982.0,9.0,1982-09-01,221.24714211393461
Can Tho city,1982.0,9.0,1982-09-01,143.41985883207684
Hau Giang,1982.0,9.0,1982-09-01,209.33116434524194
An Giang,1982.0,9.0,1982-09-01,115.7248384786739
Ben Tre,1982.0,9.0,1982-09-01,188.1323398529623
Dong Thap,1982.0,9.0,1982-09-01,139.65350240526774
Kien Giang,1982.0,9.0,1982-09-01,177.77852813246818
Long An,1982.0,9.0,1982-09-01,188.4203431302232
Tien Giang,1982.0,9.0,1982-09-01,185.77741977512824
Soc Trang,1982.0,10.0,1982-10-01,248.32710676366818
Tra Vinh,1982.0,10.0,1982-10-01,228.93654176434515
Vinh Long,1982.0,10.0,1982-10-01,248.32325816407555
Bac Lieu,1982.0,10.0,1982-10-01,272.16120910345364
Ca Mau,1982.0,10.0,1982-10-01,273.16836733321554
Can Tho city,1982.0,10.0,1982-10-01,267.23135038987544
Hau Giang,1982.0,10.0,1982-10-01,260.9533324791087
An Giang,1982.0,10.0,1982-10-01,253.7965006353985
Ben Tre,1982.0,10.0,1982-10-01,220.2111588285714
Dong Thap,1982.0,10.0,1982-10-01,241.4069953733939
Kien Giang,1982.0,10.0,1982-10-01,265.97706708101225
Long An,1982.0,10.0,1982-10-01,232.4275897780614
Tien Giang,1982.0,10.0,1982-10-01,237.92965844205048
Soc Trang,1982.0,11.0,1982-11-01,122.5819994952421
Tra Vinh,1982.0,11.0,1982-11-01,91.50062169451104
Vinh Long,1982.0,11.0,1982-11-01,164.49224354108
Bac Lieu,1982.0,11.0,1982-11-01,172.64057120200215
Ca Mau,1982.0,11.0,1982-11-01,191.88677882263755
Can Tho city,1982.0,11.0,1982-11-01,183.52645805209738
Hau Giang,1982.0,11.0,1982-11-01,170.9073949139001
An Giang,1982.0,11.0,1982-11-01,165.56828245998344
Ben Tre,1982.0,11.0,1982-11-01,104.85894339850267
Dong Thap,1982.0,11.0,1982-11-01,182.76929542359773
Kien Giang,1982.0,11.0,1982-11-01,177.6221506115669
Long An,1982.0,11.0,1982-11-01,170.13823534111307
Tien Giang,1982.0,11.0,1982-11-01,151.2468912537507
Soc Trang,1982.0,12.0,1982-12-01,22.03053257010492
Tra Vinh,1982.0,12.0,1982-12-01,17.885262004584188
Vinh Long,1982.0,12.0,1982-12-01,13.483056284780666
Bac Lieu,1982.0,12.0,1982-12-01,35.60270321476599
Ca Mau,1982.0,12.0,1982-12-01,53.726938005115684
Can Tho city,1982.0,12.0,1982-12-01,14.768795340101429
Hau Giang,1982.0,12.0,1982-12-01,24.24983786290364
An Giang,1982.0,12.0,1982-12-01,24.527588896642055
Ben Tre,1982.0,12.0,1982-12-01,15.934522769227645
Dong Thap,1982.0,12.0,1982-12-01,14.737157181510312
Kien Giang,1982.0,12.0,1982-12-01,28.914986173044287
Long An,1982.0,12.0,1982-12-01,12.088104228748575
Tien Giang,1982.0,12.0,1982-12-01,11.440045323861524
Soc Trang,1983.0,1.0,1983-01-01,4.221007500464231
Tra Vinh,1983.0,1.0,1983-01-01,1.8008601982777879
Vinh Long,1983.0,1.0,1983-01-01,1.3621974104006798
Bac Lieu,1983.0,1.0,1983-01-01,8.217259788097069
Ca Mau,1983.0,1.0,1983-01-01,11.616837647800283
Can Tho city,1983.0,1.0,1983-01-01,6.72671179330394
Hau Giang,1983.0,1.0,1983-01-01,6.5408506039139525
An Giang,1983.0,1.0,1983-01-01,7.01984369334689
Ben Tre,1983.0,1.0,1983-01-01,2.4342533346178286
Dong Thap,1983.0,1.0,1983-01-01,7.54004509240409
Kien Giang,1983.0,1.0,1983-01-01,8.584035559265418
Long An,1983.0,1.0,1983-01-01,9.455786230094972
Tien Giang,1983.0,1.0,1983-01-01,4.714243619433253
Soc Trang,1983.0,2.0,1983-02-01,6.86370230987433
Tra Vinh,1983.0,2.0,1983-02-01,4.7713496402835665
Vinh Long,1983.0,2.0,1983-02-01,5.3157346210327905
Bac Lieu,1983.0,2.0,1983-02-01,5.935609214282942
Ca Mau,1983.0,2.0,1983-02-01,4.742487255544622
Can Tho city,1983.0,2.0,1983-02-01,4.0655027941921595
Hau Giang,1983.0,2.0,1983-02-01,5.102652725246789
An Giang,1983.0,2.0,1983-02-01,5.7751878664980945
Ben Tre,1983.0,2.0,1983-02-01,6.113422217701659
Dong Thap,1983.0,2.0,1983-02-01,3.97915713590785
Kien Giang,1983.0,2.0,1983-02-01,6.694101122378621
Long An,1983.0,2.0,1983-02-01,6.44163563516745
Tien Giang,1983.0,2.0,1983-02-01,7.1038350651230875
Soc Trang,1983.0,3.0,1983-03-01,8.278663506226932
Tra Vinh,1983.0,3.0,1983-03-01,4.661410042720527
Vinh Long,1983.0,3.0,1983-03-01,3.789104073620137
Bac Lieu,1983.0,3.0,1983-03-01,14.493781691672
Ca Mau,1983.0,3.0,1983-03-01,12.937824389360182
Can Tho city,1983.0,3.0,1983-03-01,9.449339891703753
Hau Giang,1983.0,3.0,1983-03-01,13.19446718131964
An Giang,1983.0,3.0,1983-03-01,11.963435280917064
Ben Tre,1983.0,3.0,1983-03-01,6.277881498742183
Dong Thap,1983.0,3.0,1983-03-01,10.728755787687525
Kien Giang,1983.0,3.0,1983-03-01,12.816052216112109
Long An,1983.0,3.0,1983-03-01,11.715098248025011
Tien Giang,1983.0,3.0,1983-03-01,7.8294527728656504
Soc Trang,1983.0,4.0,1983-04-01,17.635188115209864
Tra Vinh,1983.0,4.0,1983-04-01,11.263878488156003
Vinh Long,1983.0,4.0,1983-04-01,11.18716104549796
Bac Lieu,1983.0,4.0,1983-04-01,17.19172895825441
Ca Mau,1983.0,4.0,1983-04-01,19.63244607724412
Can Tho city,1983.0,4.0,1983-04-01,13.358362547003564
Hau Giang,1983.0,4.0,1983-04-01,16.07247056157977
An Giang,1983.0,4.0,1983-04-01,18.33736252957045
Ben Tre,1983.0,4.0,1983-04-01,9.954917644507079
Dong Thap,1983.0,4.0,1983-04-01,16.83131112935295
Kien Giang,1983.0,4.0,1983-04-01,16.49683888007199
Long An,1983.0,4.0,1983-04-01,17.858433732032957
Tien Giang,1983.0,4.0,1983-04-01,10.111408237802882
Soc Trang,1983.0,5.0,1983-05-01,179.2120503915674
Tra Vinh,1983.0,5.0,1983-05-01,143.4452407628433
Vinh Long,1983.0,5.0,1983-05-01,124.85530397795557
Bac Lieu,1983.0,5.0,1983-05-01,169.04924562092611
Ca Mau,1983.0,5.0,1983-05-01,153.9354201511472
Can Tho city,1983.0,5.0,1983-05-01,125.61187188699662
Hau Giang,1983.0,5.0,1983-05-01,158.53837959293494
An Giang,1983.0,5.0,1983-05-01,131.54193789836867
Ben Tre,1983.0,5.0,1983-05-01,127.4496423043199
Dong Thap,1983.0,5.0,1983-05-01,106.3247202796666
Kien Giang,1983.0,5.0,1983-05-01,198.15561565291455
Long An,1983.0,5.0,1983-05-01,121.88873906336487
Tien Giang,1983.0,5.0,1983-05-01,118.39315878467774
Soc Trang,1983.0,6.0,1983-06-01,219.47729426745013
Tra Vinh,1983.0,6.0,1983-06-01,201.76170560864125
Vinh Long,1983.0,6.0,1983-06-01,175.34401002519363
Bac Lieu,1983.0,6.0,1983-06-01,269.36707155589994
Ca Mau,1983.0,6.0,1983-06-01,345.8253269377563
Can Tho city,1983.0,6.0,1983-06-01,164.48932558218036
Hau Giang,1983.0,6.0,1983-06-01,208.88826809369607
An Giang,1983.0,6.0,1983-06-01,138.46232618202836
Ben Tre,1983.0,6.0,1983-06-01,169.43840437370307
Dong Thap,1983.0,6.0,1983-06-01,134.04671854262023
Kien Giang,1983.0,6.0,1983-06-01,251.59918930311247
Long An,1983.0,6.0,1983-06-01,165.1851048214901
Tien Giang,1983.0,6.0,1983-06-01,150.5333381331888
Soc Trang,1983.0,7.0,1983-07-01,231.4910765472039
Tra Vinh,1983.0,7.0,1983-07-01,178.70899796305855
Vinh Long,1983.0,7.0,1983-07-01,228.41431755095925
Bac Lieu,1983.0,7.0,1983-07-01,212.59111076818456
Ca Mau,1983.0,7.0,1983-07-01,221.01516863293878
Can Tho city,1983.0,7.0,1983-07-01,235.4513300283999
Hau Giang,1983.0,7.0,1983-07-01,271.23628435084765
An Giang,1983.0,7.0,1983-07-01,228.270213584144
Ben Tre,1983.0,7.0,1983-07-01,193.93917912688926
Dong Thap,1983.0,7.0,1983-07-01,216.5659379732733
Kien Giang,1983.0,7.0,1983-07-01,301.84521597310106
Long An,1983.0,7.0,1983-07-01,272.07407548250137
Tien Giang,1983.0,7.0,1983-07-01,240.6936266298901
Soc Trang,1983.0,8.0,1983-08-01,308.16722945327746
Tra Vinh,1983.0,8.0,1983-08-01,258.1449185506802
Vinh Long,1983.0,8.0,1983-08-01,239.09281373873077
Bac Lieu,1983.0,8.0,1983-08-01,393.75562610464493
Ca Mau,1983.0,8.0,1983-08-01,412.38837386864657
Can Tho city,1983.0,8.0,1983-08-01,296.4487932164464
Hau Giang,1983.0,8.0,1983-08-01,323.61112205553144
An Giang,1983.0,8.0,1983-08-01,265.33401808702047
Ben Tre,1983.0,8.0,1983-08-01,215.4629588251966
Dong Thap,1983.0,8.0,1983-08-01,208.380996295413
Kien Giang,1983.0,8.0,1983-08-01,485.46124722179735
Long An,1983.0,8.0,1983-08-01,227.60702064713115
Tien Giang,1983.0,8.0,1983-08-01,207.9349973527762
Soc Trang,1983.0,9.0,1983-09-01,281.09280911263835
Tra Vinh,1983.0,9.0,1983-09-01,255.24035960188817
Vinh Long,1983.0,9.0,1983-09-01,248.93166934219656
Bac Lieu,1983.0,9.0,1983-09-01,349.3719876824533
Ca Mau,1983.0,9.0,1983-09-01,401.0534651703879
Can Tho city,1983.0,9.0,1983-09-01,230.5958170883745
Hau Giang,1983.0,9.0,1983-09-01,288.4595890575168
An Giang,1983.0,9.0,1983-09-01,203.4757829925545
Ben Tre,1983.0,9.0,1983-09-01,226.02427806771232
Dong Thap,1983.0,9.0,1983-09-01,204.6298848895171
Kien Giang,1983.0,9.0,1983-09-01,305.95462653745
Long An,1983.0,9.0,1983-09-01,244.7678095129213
Tien Giang,1983.0,9.0,1983-09-01,217.87727680100926
Soc Trang,1983.0,10.0,1983-10-01,406.2491489974084
Tra Vinh,1983.0,10.0,1983-10-01,420.02732195064834
Vinh Long,1983.0,10.0,1983-10-01,434.4519759024906
Bac Lieu,1983.0,10.0,1983-10-01,377.8307595853321
Ca Mau,1983.0,10.0,1983-10-01,362.47765928236583
Can Tho city,1983.0,10.0,1983-10-01,419.21855879408145
Hau Giang,1983.0,10.0,1983-10-01,439.45378477124615
An Giang,1983.0,10.0,1983-10-01,367.5689573580641
Ben Tre,1983.0,10.0,1983-10-01,426.96957342397525
Dong Thap,1983.0,10.0,1983-10-01,342.26142642571153
Kien Giang,1983.0,10.0,1983-10-01,425.5357625359356
Long An,1983.0,10.0,1983-10-01,296.39656946777865
Tien Giang,1983.0,10.0,1983-10-01,388.73169427255266
Soc Trang,1983.0,11.0,1983-11-01,250.45924052302962
Tra Vinh,1983.0,11.0,1983-11-01,202.1025451027783
Vinh Long,1983.0,11.0,1983-11-01,227.8140199468495
Bac Lieu,1983.0,11.0,1983-11-01,276.14797028046905
Ca Mau,1983.0,11.0,1983-11-01,300.01106624599714
Can Tho city,1983.0,11.0,1983-11-01,281.50229834928786
Hau Giang,1983.0,11.0,1983-11-01,283.2829611482061
An Giang,1983.0,11.0,1983-11-01,229.2779081975905
Ben Tre,1983.0,11.0,1983-11-01,158.09451640807129
Dong Thap,1983.0,11.0,1983-11-01,222.4415049807613
Kien Giang,1983.0,11.0,1983-11-01,272.2192136276214
