province_name,year,month,rainfall_mm_from_daily,mean_daily_rainfall,max_1day_rainfall,rain_days_count,dry_days_count,heavy_rain_days_20mm,heavy_rain_days_50mm,days_observed,max_consecutive_dry_days,max_consecutive_wet_days,rain_day_ratio,dry_day_ratio
An Giang,1983,5,129.17908952857553,4.1670674041475975,24.0480630640018,17,14,1,0,31,6,10,0.5483870967741935,0.45161290322580644
An Giang,1983,6,139.5040865348441,4.650136217828137,15.903112566821248,24,6,0,0,30,2,9,0.8,0.2
An Giang,1983,7,228.8063249635952,7.380849192374038,22.956347282271704,24,7,1,0,31,3,13,0.7741935483870968,0.22580645161290322
An Giang,1983,8,264.3683768213824,8.528012155528465,29.458575819554657,27,4,1,0,31,2,20,0.8709677419354839,0.12903225806451613
An Giang,1983,9,202.62862138274872,6.754287379424957,27.017428794380216,27,3,2,0,30,1,17,0.9,0.1
An Giang,1983,10,368.53099294007194,11.888096546453934,60.34263767654655,25,6,8,1,31,2,7,0.8064516129032258,0.1935483870967742
An Giang,1983,11,228.27012828966525,7.6090042763221755,18.674405315707943,19,11,0,0,30,8,10,0.6333333333333333,0.36666666666666664
An Giang,1983,12,31.678571939435994,1.021889417401161,16.543174064836695,4,27,0,0,31,10,1,0.12903225806451613,0.8709677419354839
An Giang,1984,1,17.648454821029116,0.5693049942267456,5.751098329864194,4,27,0,0,31,17,2,0.12903225806451613,0.8709677419354839
An Giang,1984,2,7.847010576893117,0.27058657161700406,3.3688472456878045,2,27,0,0,29,12,1,0.06896551724137931,0.9310344827586207
An Giang,1984,3,31.22686622589984,1.0073182653516077,8.933613862103297,7,24,0,0,31,13,3,0.22580645161290322,0.7741935483870968
An Giang,1984,4,114.94641513946642,3.8315471713155476,16.076639957856578,17,13,0,0,30,7,13,0.5666666666666667,0.43333333333333335
An Giang,1984,5,222.88624457888275,7.189878857383315,32.17139061258539,24,7,1,0,31,3,11,0.7741935483870968,0.22580645161290322
An Giang,1984,6,96.557722050538,3.2185907350179335,15.943015882283056,19,11,0,0,30,11,10,0.6333333333333333,0.36666666666666664
An Giang,1984,7,164.07456839236542,5.292728012656949,16.87294358947764,23,8,0,0,31,3,9,0.7419354838709677,0.25806451612903225
An Giang,1984,8,94.32373880550978,3.0427012517906378,20.24898263198819,14,17,1,0,31,5,3,0.45161290322580644,0.5483870967741935
An Giang,1984,9,184.37243669686643,6.1457478898955475,23.480550512329344,25,5,2,0,30,2,11,0.8333333333333334,0.16666666666666666
An Giang,1984,10,195.33840144541855,6.301238756303825,51.45255826418287,17,14,2,1,31,5,7,0.5483870967741935,0.45161290322580644
An Giang,1984,11,156.13689523389365,5.2045631744631216,39.86746048230896,14,16,2,0,30,8,5,0.4666666666666667,0.5333333333333333
An Giang,1984,12,39.73958074487144,1.281921959511982,10.993435037034695,9,22,0,0,31,6,3,0.2903225806451613,0.7096774193548387
An Giang,1985,1,6.300818427232311,0.20325220733007457,3.6845681658258354,2,29,0,0,31,18,1,0.06451612903225806,0.9354838709677419
An Giang,1985,2,10.923893109500444,0.39013903962501584,4.50053852684319,3,25,0,0,28,13,2,0.10714285714285714,0.8928571428571429
An Giang,1985,3,34.054808662620715,1.0985422149232489,10.783472470828016,8,23,0,0,31,17,4,0.25806451612903225,0.7419354838709677
An Giang,1985,4,187.7501278914366,6.25833759638122,27.121440152715365,15,15,4,0,30,13,14,0.5,0.5
An Giang,1985,5,202.14305901506677,6.520743839195702,20.81610894320442,24,7,1,0,31,2,13,0.7741935483870968,0.22580645161290322
An Giang,1985,6,156.35491389636874,5.211830463212292,20.479493193699867,20,10,1,0,30,3,7,0.6666666666666666,0.3333333333333333
An Giang,1985,7,174.9805181926675,5.644532844924758,16.236448682436713,25,6,0,0,31,2,11,0.8064516129032258,0.1935483870967742
An Giang,1985,8,93.53653013595755,3.017307423740566,13.899230291793987,18,13,0,0,31,4,11,0.5806451612903226,0.41935483870967744
An Giang,1985,9,220.9952213455114,7.366507378183713,23.32951365254953,27,3,1,0,30,1,14,0.9,0.1
An Giang,1985,10,251.29740940918467,8.10636804545757,28.012615390430668,27,4,2,0,31,2,16,0.8709677419354839,0.12903225806451613
An Giang,1985,11,124.12252349652432,4.137417449884144,23.49356296327236,17,13,1,0,30,3,5,0.5666666666666667,0.43333333333333335
An Giang,1985,12,18.38799730707141,0.5931612034539164,4.675608988647549,7,24,0,0,31,11,2,0.22580645161290322,0.7741935483870968
An Giang,1986,1,8.497250897422537,0.27410486765879155,5.073937269053059,2,29,0,0,31,13,1,0.06451612903225806,0.9354838709677419
An Giang,1986,2,3.868348087782938,0.13815528884939063,2.744796765704772,1,27,0,0,28,25,1,0.03571428571428571,0.9642857142857143
An Giang,1986,3,12.137185048043811,0.39152209832399393,10.019121731460976,2,29,0,0,31,17,1,0.06451612903225806,0.9354838709677419
An Giang,1986,4,58.232023253915855,1.9410674417971951,12.383452338893544,11,19,0,0,30,8,4,0.36666666666666664,0.6333333333333333
An Giang,1986,5,213.37812787354153,6.883165415275533,32.87350284399274,25,6,1,0,31,2,16,0.8064516129032258,0.1935483870967742
An Giang,1986,6,184.44430213211913,6.148143404403971,20.89851187558368,24,6,1,0,30,2,17,0.8,0.2
An Giang,1986,7,158.0195956321118,5.097406310713284,20.12297967196553,25,6,1,0,31,4,15,0.8064516129032258,0.1935483870967742
An Giang,1986,8,219.773008773033,7.089451895904291,16.577038395655205,23,8,0,0,31,2,6,0.7419354838709677,0.25806451612903225
An Giang,1986,9,224.57285236906134,7.4857617456353776,21.123799086543464,27,3,1,0,30,2,19,0.9,0.1
An Giang,1986,10,236.24370015924615,7.620764521266005,19.620549348814027,30,1,0,0,31,1,20,0.967741935483871,0.03225806451612903
An Giang,1986,11,85.0520033844657,2.83506677948219,19.377914384464574,15,15,0,0,30,7,6,0.5,0.5
An Giang,1986,12,6.72675066092991,0.21699195680419064,4.123041044935968,2,29,0,0,31,21,1,0.06451612903225806,0.9354838709677419
An Giang,1987,1,6.363992182679778,0.20529007040902508,1.7826080080756934,3,28,0,0,31,15,2,0.0967741935483871,0.9032258064516129
An Giang,1987,2,2.30793418832581,0.08242622101163607,1.3885219650961982,1,27,0,0,28,26,1,0.03571428571428571,0.9642857142857143
An Giang,1987,3,14.548165559043117,0.46929566319493926,4.64493272636415,4,27,0,0,31,16,2,0.12903225806451613,0.8709677419354839
An Giang,1987,4,29.176283205993357,0.9725427735331119,4.924321586721712,10,20,0,0,30,5,3,0.3333333333333333,0.6666666666666666
An Giang,1987,5,59.38849710786848,1.915757971221564,5.7596961846932215,21,10,0,0,31,4,9,0.6774193548387096,0.3225806451612903
An Giang,1987,6,184.99356433237259,6.166452144412419,21.9464588753248,26,4,1,0,30,3,15,0.8666666666666667,0.13333333333333333
An Giang,1987,7,189.2453699157416,6.104689352120697,22.84718544365346,24,7,1,0,31,3,7,0.7741935483870968,0.22580645161290322
An Giang,1987,8,221.07476319289935,7.131443973964496,27.490597954088685,20,11,3,0,31,4,10,0.6451612903225806,0.3548387096774194
An Giang,1987,9,166.06663551110114,5.535554517036704,16.32264126045167,22,8,0,0,30,3,6,0.7333333333333333,0.26666666666666666
An Giang,1987,10,239.31780782136033,7.719929284560011,31.11887391135768,27,4,1,0,31,1,17,0.8709677419354839,0.12903225806451613
An Giang,1987,11,219.14675119988667,7.304891706662889,19.06615059726172,24,6,0,0,30,3,14,0.8,0.2
An Giang,1987,12,7.882110429118484,0.25426162674575753,2.1239048168619883,3,28,0,0,31,18,1,0.0967741935483871,0.9032258064516129
An Giang,1988,1,9.205060373488752,0.296937431402863,7.5948345083239746,2,29,0,0,31,13,1,0.06451612903225806,0.9354838709677419
An Giang,1988,2,19.313886342432674,0.6659960807735404,7.067008571288147,4,25,0,0,29,15,2,0.13793103448275862,0.8620689655172413
An Giang,1988,3,26.685892243987865,0.860835233677028,9.157343528683583,5,26,0,0,31,23,3,0.16129032258064516,0.8387096774193549
An Giang,1988,4,75.53651067988918,2.517883689329639,11.846323279509408,14,16,0,0,30,4,4,0.4666666666666667,0.5333333333333333
An Giang,1988,5,227.11285926706623,7.326221266679556,18.830421749302914,28,3,0,0,31,2,26,0.9032258064516129,0.0967741935483871
An Giang,1988,6,81.80429835788287,2.7268099452627625,11.889544588785585,18,12,0,0,30,4,6,0.6,0.4
An Giang,1988,7,235.94838894055218,7.611238352921038,26.02322452942827,27,4,2,0,31,2,19,0.8709677419354839,0.12903225806451613
An Giang,1988,8,90.12588034532118,2.907286462752296,8.658573467090198,22,9,0,0,31,2,7,0.7096774193548387,0.2903225806451613
An Giang,1988,9,224.00031169777617,7.466677056592539,19.15821574416637,26,4,0,0,30,1,12,0.8666666666666667,0.13333333333333333
An Giang,1988,10,255.01074858967667,8.226153180312151,24.838985702179954,23,8,1,0,31,4,16,0.7419354838709677,0.25806451612903225
An Giang,1988,11,90.74473648236095,3.0248245494120316,31.033476326895304,11,19,1,0,30,8,2,0.36666666666666664,0.6333333333333333
An Giang,1988,12,2.657846771050863,0.08573699261454397,1.1060448543917172,1,30,0,0,31,17,1,0.03225806451612903,0.967741935483871
An Giang,1989,1,7.4341463130398155,0.23981117138838115,2.395634012462244,3,28,0,0,31,20,1,0.0967741935483871,0.9032258064516129
An Giang,1989,2,6.442709694724172,0.2300967748115776,5.933943869429296,1,27,0,0,28,21,1,0.03571428571428571,0.9642857142857143
An Giang,1989,3,50.36380135269006,1.6246387533125826,15.39708587079872,7,24,0,0,31,16,4,0.22580645161290322,0.7741935483870968
An Giang,1989,4,46.32720134008405,1.5442400446694684,8.747067513998521,10,20,0,0,30,8,4,0.3333333333333333,0.6666666666666666
An Giang,1989,5,222.0856521662184,7.1640532956844645,24.07354366368931,28,3,2,0,31,2,19,0.9032258064516129,0.0967741935483871
An Giang,1989,6,144.16759873395304,4.805586624465102,13.890577724711148,26,4,0,0,30,2,15,0.8666666666666667,0.13333333333333333
An Giang,1989,7,216.89842091766815,6.99672325540865,24.157976506634384,29,2,1,0,31,1,22,0.9354838709677419,0.06451612903225806
An Giang,1989,8,165.71021280718077,5.345490735715509,15.670855450571242,22,9,0,0,31,3,10,0.7096774193548387,0.2903225806451613
An Giang,1989,9,205.0723592556809,6.835745308522697,21.103461093424237,26,4,1,0,30,2,16,0.8666666666666667,0.13333333333333333
An Giang,1989,10,265.8123104451542,8.574590659521103,35.89306439022244,27,4,2,0,31,3,19,0.8709677419354839,0.12903225806451613
An Giang,1989,11,85.71430362936137,2.8571434543120455,14.853453625752426,12,18,0,0,30,10,4,0.4,0.6
An Giang,1989,12,5.411596771048142,0.17456763777574652,2.5128629014948296,3,28,0,0,31,15,2,0.0967741935483871,0.9032258064516129
An Giang,1990,1,9.896849147237534,0.319253198297985,6.090488039961043,3,28,0,0,31,11,1,0.0967741935483871,0.9032258064516129
An Giang,1990,2,2.008519272689207,0.07173283116747167,1.253655727844512,1,27,0,0,28,24,1,0.03571428571428571,0.9642857142857143
An Giang,1990,3,33.860355152946596,1.0922695210627935,14.205120498744137,4,27,0,0,31,23,4,0.12903225806451613,0.8709677419354839
An Giang,1990,4,56.01359016417265,1.8671196721390884,12.055598028178476,13,17,0,0,30,7,6,0.43333333333333335,0.5666666666666667
An Giang,1990,5,84.6501112332847,2.730648749460797,6.634051405605803,24,7,0,0,31,4,9,0.7741935483870968,0.22580645161290322
An Giang,1990,6,195.77849214086004,6.525949738028668,22.98524446380925,24,6,1,0,30,2,10,0.8,0.2
An Giang,1990,7,197.73938659711388,6.37868989022948,17.690785549401067,25,6,0,0,31,2,13,0.8064516129032258,0.1935483870967742
An Giang,1990,8,201.11339915555723,6.487529005017975,23.293096250086236,24,7,1,0,31,2,9,0.7741935483870968,0.22580645161290322
An Giang,1990,9,169.79927120539,5.659975706846334,17.644291574953755,22,8,0,0,30,3,10,0.7333333333333333,0.26666666666666666
An Giang,1990,10,269.4024548340572,8.690401768840555,24.991587263169038,22,9,2,0,31,3,11,0.7096774193548387,0.2903225806451613
An Giang,1990,11,115.53267761291677,3.8510892537638926,14.75643927959717,14,16,0,0,30,5,9,0.4666666666666667,0.5333333333333333
An Giang,1990,12,6.578027734677954,0.21219444305412755,4.177407997339843,2,29,0,0,31,13,1,0.06451612903225806,0.9354838709677419
An Giang,1991,1,7.389524719933632,0.2383717651591494,4.0607860624293,2,29,0,0,31,20,2,0.06451612903225806,0.9354838709677419
An Giang,1991,2,2.4687131753878804,0.0881683276924243,1.0932587631383033,1,27,0,0,28,26,1,0.03571428571428571,0.9642857142857143
An Giang,1991,3,28.379652152336007,0.915472650075355,12.468802013238626,3,28,0,0,31,15,2,0.0967741935483871,0.9032258064516129
An Giang,1991,4,40.938826956962885,1.364627565232096,11.75745037823622,7,23,0,0,30,11,4,0.23333333333333334,0.7666666666666667
An Giang,1991,5,107.42136585140081,3.465205350045187,10.884400600344415,17,14,0,0,31,9,8,0.5483870967741935,0.45161290322580644
An Giang,1991,6,191.6827276562056,6.389424255206853,23.829620216111955,25,5,1,0,30,2,8,0.8333333333333334,0.16666666666666666
An Giang,1991,7,182.00632864238938,5.87117189168998,25.830488705127824,22,9,1,0,31,2,7,0.7096774193548387,0.2903225806451613
An Giang,1991,8,198.82033139560042,6.413559077277433,39.44998238360924,17,14,2,0,31,6,6,0.5483870967741935,0.45161290322580644
An Giang,1991,9,174.07579789515913,5.802526596505304,14.96544262277326,24,6,0,0,30,2,14,0.8,0.2
An Giang,1991,10,220.1198310191141,7.100639710294002,24.30713275411585,23,8,2,0,31,3,13,0.7419354838709677,0.25806451612903225
An Giang,1991,11,57.649514145751766,1.9216504715250589,17.909390512634918,7,23,0,0,30,10,5,0.23333333333333334,0.7666666666666667
An Giang,1991,12,14.087670396301526,0.4544409805258557,11.150484639069496,2,29,0,0,31,25,1,0.06451612903225806,0.9354838709677419
An Giang,1992,1,8.893132009256941,0.2868752261050626,5.494017520566428,2,29,0,0,31,25,2,0.06451612903225806,0.9354838709677419
An Giang,1992,2,6.700513670871276,0.23105219554728537,3.4489203552038483,2,27,0,0,29,16,1,0.06896551724137931,0.9310344827586207
An Giang,1992,3,8.934500738521267,0.2882097012426215,2.9473057620354277,4,27,0,0,31,9,1,0.12903225806451613,0.8709677419354839
An Giang,1992,4,50.07239114407356,1.6690797048024522,9.019966531181431,11,19,0,0,30,11,6,0.36666666666666664,0.6333333333333333
An Giang,1992,5,114.25342996241662,3.685594514916665,12.965422400190104,26,5,0,0,31,2,14,0.8387096774193549,0.16129032258064516
An Giang,1992,6,189.6757893311609,6.322526311038697,18.346411191059627,24,6,0,0,30,2,9,0.8,0.2
An Giang,1992,7,245.37769165481657,7.915409408219889,25.156733559858605,25,6,3,0,31,2,7,0.8064516129032258,0.1935483870967742
An Giang,1992,8,210.4193475924053,6.7877208900775905,33.18238529674295,27,4,1,0,31,1,10,0.8709677419354839,0.12903225806451613
An Giang,1992,9,152.00451734979248,5.066817244993083,13.142891381281382,23,7,0,0,30,2,8,0.7666666666666667,0.23333333333333334
An Giang,1992,10,230.40933145172806,7.432559079088002,23.3020749465119,25,6,1,0,31,2,11,0.8064516129032258,0.1935483870967742
An Giang,1992,11,22.224569673768578,0.7408189891256193,9.000942451249122,6,24,0,0,30,11,3,0.2,0.8
An Giang,1992,12,25.709396232195758,0.8293353623288954,19.772350450742792,4,27,0,0,31,12,2,0.12903225806451613,0.8709677419354839
An Giang,1993,1,6.8395895233582635,0.22063192010833108,2.579279599142985,4,27,0,0,31,15,2,0.12903225806451613,0.8709677419354839
An Giang,1993,2,1.9625821857450059,0.0700922209194645,1.3418848237547445,1,27,0,0,28,27,1,0.03571428571428571,0.9642857142857143
An Giang,1993,3,53.45539398510535,1.7243675479066243,33.79148601299492,6,25,1,0,31,14,2,0.1935483870967742,0.8064516129032258
An Giang,1993,4,38.43486261669522,1.281162087223174,12.43177316183824,6,24,0,0,30,10,2,0.2,0.8
An Giang,1993,5,92.12832840290406,2.9718815613840017,10.635850487126444,20,11,0,0,31,4,15,0.6451612903225806,0.3548387096774194
An Giang,1993,6,177.1986405540704,5.906621351802347,17.560077244920024,24,6,0,0,30,2,10,0.8,0.2
An Giang,1993,7,239.78120610385383,7.73487761625335,27.34064759688057,27,4,3,0,31,2,13,0.8709677419354839,0.12903225806451613
An Giang,1993,8,163.44442138851193,5.272400689951998,18.727854896796035,25,6,0,0,31,2,9,0.8064516129032258,0.1935483870967742
An Giang,1993,9,208.14211759748525,6.938070586582842,25.760985692117544,28,2,1,0,30,2,20,0.9333333333333333,0.06666666666666667
An Giang,1993,10,300.70812223785725,9.700262007672814,32.00143030655501,25,6,3,0,31,3,16,0.8064516129032258,0.1935483870967742
An Giang,1993,11,98.50739693308681,3.2835798977695605,26.901323850577967,14,16,1,0,30,6,4,0.4666666666666667,0.5333333333333333
An Giang,1993,12,59.027030256394866,1.904097750206286,15.195507643303984,9,22,0,0,31,9,4,0.2903225806451613,0.7096774193548387
An Giang,1994,1,8.827315140278401,0.28475210129930323,2.665219046702039,3,28,0,0,31,11,2,0.0967741935483871,0.9032258064516129
An Giang,1994,2,2.944765255512292,0.10517018769686758,1.1198974190673547,1,27,0,0,28,26,1,0.03571428571428571,0.9642857142857143
An Giang,1994,3,60.2840582251118,1.9446470395197355,19.47822292822196,12,19,0,0,31,11,6,0.3870967741935484,0.6129032258064516
An Giang,1994,4,42.23741459253091,1.4079138197510304,7.31330806245766,12,18,0,0,30,5,6,0.4,0.6
An Giang,1994,5,176.23022444308515,5.68484594977694,18.33944543315009,22,9,0,0,31,4,9,0.7096774193548387,0.2903225806451613
An Giang,1994,6,192.29376972233754,6.409792324077918,21.977079319441494,22,8,1,0,30,5,10,0.7333333333333333,0.26666666666666666
An Giang,1994,7,131.55780755734702,4.243800243785388,20.457474547482228,18,13,1,0,31,8,9,0.5806451612903226,0.41935483870967744
An Giang,1994,8,124.08581342464056,4.002768174988406,18.620972260008024,17,14,0,0,31,9,5,0.5483870967741935,0.45161290322580644
An Giang,1994,9,155.93686669755752,5.197895556585251,20.80850067293632,17,13,1,0,30,4,5,0.5666666666666667,0.43333333333333335
An Giang,1994,10,178.35919531375805,5.7535224294760665,18.45532298667877,22,9,0,0,31,2,6,0.7096774193548387,0.2903225806451613
An Giang,1994,11,37.08874486712754,1.2362914955709179,14.365190796983883,9,21,0,0,30,13,3,0.3,0.7
An Giang,1994,12,50.22892662812436,1.620287955745947,15.565196135100912,7,24,0,0,31,15,3,0.22580645161290322,0.7741935483870968
An Giang,1995,1,11.441990011117934,0.3690964519715462,4.645370535535294,4,27,0,0,31,16,2,0.12903225806451613,0.8709677419354839
An Giang,1995,2,9.596884088289759,0.3427458602960628,5.59076059252964,3,25,0,0,28,14,2,0.10714285714285714,0.8928571428571429
An Giang,1995,3,32.83398383818732,1.0591607689737845,27.906816677512992,3,28,1,0,31,18,1,0.0967741935483871,0.9032258064516129
An Giang,1995,4,20.28144223415097,0.676048074471699,11.628535251670815,5,25,0,0,30,14,3,0.16666666666666666,0.8333333333333334
An Giang,1995,5,148.41550168983835,4.787596828704463,12.807852420004105,22,9,0,0,31,4,12,0.7096774193548387,0.2903225806451613
An Giang,1995,6,193.14590252919248,6.438196750973082,19.86742310578016,24,6,0,0,30,3,9,0.8,0.2
An Giang,1995,7,194.75236115956912,6.282334230953842,17.620767531892355,25,6,0,0,31,4,13,0.8064516129032258,0.1935483870967742
An Giang,1995,8,189.96408979142163,6.127873864239407,26.522697616646383,28,3,1,0,31,1,19,0.9032258064516129,0.0967741935483871
An Giang,1995,9,224.64426940731863,7.4881423135772875,22.384636092872025,27,3,1,0,30,1,12,0.9,0.1
An Giang,1995,10,260.98599305089533,8.418903001641786,24.64310823270614,28,3,3,0,31,1,18,0.9032258064516129,0.0967741935483871
An Giang,1995,11,121.35536425960322,4.045178808653441,31.925433122777783,18,12,1,0,30,3,4,0.6,0.4
An Giang,1995,12,42.13295566132934,1.3591276019783658,12.074707436062118,9,22,0,0,31,11,4,0.2903225806451613,0.7096774193548387
An Giang,1996,1,8.529179117587152,0.27513481024474684,3.790026675533108,3,28,0,0,31,20,1,0.0967741935483871,0.9032258064516129
An Giang,1996,2,6.146655581028109,0.21195364072510722,2.7445081400067326,2,27,0,0,29,20,1,0.06896551724137931,0.9310344827586207
An Giang,1996,3,8.989529911112573,0.2899848358423411,5.551642287429531,2,29,0,0,31,19,1,0.06451612903225806,0.9354838709677419
An Giang,1996,4,87.43227191132424,2.9144090637108078,18.557228909676915,15,15,0,0,30,6,7,0.5,0.5
An Giang,1996,5,175.7013914176661,5.667786819924713,20.928572471545472,27,4,1,0,31,2,13,0.8709677419354839,0.12903225806451613
An Giang,1996,6,164.81761116976713,5.493920372325571,17.127833254631494,25,5,0,0,30,2,11,0.8333333333333334,0.16666666666666666
An Giang,1996,7,232.50096606317496,7.500031163328225,24.724100515705945,29,2,1,0,31,1,20,0.9354838709677419,0.06451612903225806
An Giang,1996,8,152.2862516806132,4.9124597316326835,17.343988096481134,25,6,0,0,31,2,13,0.8064516129032258,0.1935483870967742
An Giang,1996,9,213.24188935793288,7.108062978597762,21.778823098174207,26,4,1,0,30,2,15,0.8666666666666667,0.13333333333333333
An Giang,1996,10,259.2594389222943,8.363207707170783,30.758864710798235,28,3,2,0,31,1,12,0.9032258064516129,0.0967741935483871
An Giang,1996,11,287.19621029227426,9.573207009742475,32.09362862957038,25,5,2,0,30,3,15,0.8333333333333334,0.16666666666666666
An Giang,1996,12,34.88776806230193,1.1254118729774816,7.108963607954654,9,22,0,0,31,11,4,0.2903225806451613,0.7096774193548387
An Giang,1997,1,5.86917770868656,0.1893283131834374,3.529629607960261,2,29,0,0,31,21,1,0.06451612903225806,0.9354838709677419
An Giang,1997,2,12.158593668904127,0.4342354881751474,7.260019525336147,3,25,0,0,28,10,1,0.10714285714285714,0.8928571428571429
An Giang,1997,3,18.778587522961622,0.6057608878374717,10.478513270840844,3,28,0,0,31,13,1,0.0967741935483871,0.9032258064516129
An Giang,1997,4,86.53469065306346,2.884489688435449,9.834746058530154,20,10,0,0,30,6,10,0.6666666666666666,0.3333333333333333
An Giang,1997,5,67.91264503433877,2.19073048497867,10.587916212431988,16,15,0,0,31,10,6,0.5161290322580645,0.4838709677419355
An Giang,1997,6,40.95343517661143,1.3651145058870475,5.983217754354424,12,18,0,0,30,11,3,0.4,0.6
An Giang,1997,7,178.47609319265936,5.7572933287954635,16.886629891823784,22,9,0,0,31,3,8,0.7096774193548387,0.2903225806451613
An Giang,1997,8,130.6184011348495,4.213496810801597,19.402508619592638,20,11,0,0,31,8,11,0.6451612903225806,0.3548387096774194
An Giang,1997,9,142.37583581723266,4.745861193907755,17.635575272662972,20,10,0,0,30,3,8,0.6666666666666666,0.3333333333333333
An Giang,1997,10,119.55112081230865,3.856487768138989,10.92929364618936,26,5,0,0,31,2,17,0.8387096774193549,0.16129032258064516
An Giang,1997,11,51.618982716254266,1.7206327572084754,20.172027519998704,8,22,1,0,30,9,3,0.26666666666666666,0.7333333333333333
An Giang,1997,12,6.4331735443253315,0.20752172723630102,2.590998935008884,1,30,0,0,31,24,1,0.03225806451612903,0.967741935483871
An Giang,1998,1,7.5278870158035724,0.2428350650259217,7.352328504132428,1,30,0,0,31,26,1,0.03225806451612903,0.967741935483871
An Giang,1998,2,3.019154835420404,0.10782695840787157,1.9015586914985212,1,27,0,0,28,20,1,0.03571428571428571,0.9642857142857143
An Giang,1998,3,11.151065737803448,0.3597117979936596,8.6938230856681,2,29,0,0,31,21,1,0.06451612903225806,0.9354838709677419
An Giang,1998,4,54.54529475092976,1.8181764916976588,16.983148915454837,7,23,0,0,30,11,4,0.23333333333333334,0.7666666666666667
An Giang,1998,5,109.27524166957058,3.5250077957925994,23.03948968926665,19,12,1,0,31,5,7,0.6129032258064516,0.3870967741935484
An Giang,1998,6,237.11060561388277,7.903686853796092,39.12388295639899,25,5,2,0,30,3,15,0.8333333333333334,0.16666666666666666
