province_name,year,month,rainfall_mm,monthly_mean,rainfall_anomaly,rainfall_zscore,water_area_km2,province_area_km2_x,water_area_pct,population_total,province_area_km2_y,population_density_per_km2,cropland_area_km2,cropland_pct
Tien Giang,1994,8,164.2036938728909,183.9607651832264,-19.757071310335448,-0.5998149889364917,23.214748881386683,2393.1845244412143,0.9700358933587498,,,,,
Tien Giang,1994,9,196.46178513860585,225.62559783116296,-29.16381269255712,-0.7781665871095896,0.0,2393.1845244412143,0.0,,,,,
Tien Giang,1994,10,258.4470582797619,271.95374387202685,-13.506685592264944,-0.1672480301529187,561.4092142530995,2393.1845244412143,23.458668085119065,,,,,
Tien Giang,1994,11,39.16171364323009,120.37542450664738,-81.21371086341729,-1.5824720928537763,449.3216605630863,2393.1845244412143,18.775052904372203,,,,,
Tien Giang,1994,12,43.29603884397475,35.96998539711587,7.326053446858879,0.2491600891239296,0.0,2393.1845244412143,0.0,,,,,
Tien Giang,1995,1,8.859317623431213,7.549819935114067,1.309497688317146,0.2523997333646467,0.0,2393.1845244412143,0.0,,,,,
Tien Giang,1995,2,7.0945033488059375,5.262927050197614,1.831576298608323,0.5419080630791704,135.54097805063896,2393.1845244412143,5.663624207259424,,,,,
Tien Giang,1995,3,13.905357119532562,11.794211201453914,2.1111459180786483,0.1604303071328766,5.380863686157459,2393.1845244412143,0.2248411533337087,,,,,
Tien Giang,1995,4,13.55959635628684,43.66240195705371,-30.10280560076687,-0.7227097136796369,0.0,2393.1845244412143,0.0,,,,,
Tien Giang,1995,5,200.7679100219444,178.49848027392758,22.26942974801679,0.3441468017423917,0.0,2393.1845244412143,0.0,,,,,
Tien Giang,1995,6,185.43361839923529,187.59233333113949,-2.1587149319042,-0.0396646277674796,0.0,2393.1845244412143,0.0,,,,,
Tien Giang,1995,7,232.00542919000355,217.0335916302265,14.971837559777017,0.3225403124708875,20.29389183351924,2393.1845244412143,0.8479869239609787,,,,,
Tien Giang,1995,8,192.9872859349088,183.9607651832264,9.026520751682456,0.2740407401360691,0.0,2393.1845244412143,0.0,,,,,
Tien Giang,1995,9,261.68532380966377,225.62559783116296,36.05972597850081,0.962167539361487,0.0,2393.1845244412143,0.0,,,,,
Tien Giang,1995,10,212.4850477419992,271.95374387202685,-59.46869613002764,-0.7363777157295754,410.278760624795,2393.1845244412143,17.143632529572333,,,,,
Tien Giang,1995,11,126.65962030905554,120.37542450664738,6.2841958024081634,0.1224493300160144,0.0,2393.1845244412143,0.0,,,,,
Tien Giang,1995,12,19.49893041887956,35.96998539711587,-16.47105497823631,-0.5601828537167042,0.0,2393.1845244412143,0.0,,,,,
Tien Giang,1996,1,4.979931576770317,7.549819935114067,-2.56988835834375,-0.4953343119348669,65.73510743798433,2393.1845244412143,2.746763016668464,,,,,
Tien Giang,1996,2,7.943970171887866,5.262927050197614,2.6810431216902515,0.7932396189068563,137.79157947870164,2393.1845244412143,5.757666325828955,,,,,
Tien Giang,1996,3,3.014917903719414,11.794211201453914,-8.7792932977345,-0.6671564992755185,133.60905312425731,2393.1845244412143,5.582898090796143,,,,,
Tien Giang,1996,4,44.33904600441902,43.66240195705371,0.6766440473653077,0.0162449052829133,19.67443162899833,2393.1845244412143,0.8221025762145158,,,,,
Tien Giang,1996,5,217.96683075764085,178.49848027392758,39.46835048371327,0.609935087818193,16.275498119959487,2393.1845244412143,0.6800770251412043,,,,,
Tien Giang,1996,6,186.77240349556112,187.59233333113949,-0.819929835578364,-0.0150655425795284,9.922945846286495,2393.1845244412143,0.4146335455935395,,,,,
Tien Giang,1996,7,217.52289909585733,217.0335916302265,0.4893074656308158,0.0105412166161153,6.528439374287171,2393.1845244412143,0.2727929797144037,,,,,
Tien Giang,1996,8,159.3082776651124,183.9607651832264,-24.65248751811396,-0.7484374225140893,105.34437698857184,2393.1845244412143,4.401849331412034,,,,,
Tien Giang,1996,9,232.4913658999409,225.62559783116296,6.865768068777925,0.183196599233763,0.0,2393.1845244412143,0.0,,,,,
Tien Giang,1996,10,297.1038284884488,271.95374387202685,25.150084616421964,0.3114237080253559,0.0137485091064453,2393.1845244412143,0.0005744859606952,,,,,
Tien Giang,1996,11,184.58831914923337,120.37542450664738,64.212894642586,1.2512063873567514,0.7997698288368364,2393.1845244412143,0.0334186445160794,,,,,
Tien Giang,1996,12,28.37335301635346,35.96998539711587,-7.596632380762411,-0.2583625160206877,0.0,2393.1845244412143,0.0,,,,,
Tien Giang,1997,1,1.870781443110699,7.549819935114067,-5.679038492003368,-1.0946088824267288,1.9215254239920807,2393.1845244412143,0.0802915698462799,,,,,
