province_name,year,month,date,rainfall_mm,monthly_mean,rainfall_anomaly,rainfall_zscore
Kien Giang,1981,2,1981-02-01,9.512259022501343,8.903017082627985,0.6092419398733586,0.0821674292936747
Long An,1981,2,1981-02-01,9.118020641415889,5.935697669089123,3.182322972326766,0.6468817538386636
Tien Giang,1981,2,1981-02-01,7.633041653863253,5.262927050197614,2.3701146036656384,0.7012452689653217
Soc Trang,1981,3,1981-03-01,6.854211595132467,13.8764550173841,-7.022243422251632,-0.4445186764213328
Tra Vinh,1981,3,1981-03-01,4.183345014390378,7.721723551248695,-3.5383785368583167,-0.3676414482237468
Vinh Long,1981,3,1981-03-01,5.260008273408625,8.192794069214072,-2.9327857958054473,-0.263783581928699
Bac Lieu,1981,3,1981-03-01,12.067879298629991,18.957599333571125,-6.889720034941133,-0.34529040652516013
Ca Mau,1981,3,1981-03-01,16.60978032265788,25.77074807635631,-9.16096775369843,-0.36577695797170734
Can Tho city,1981,3,1981-03-01,18.915130441516503,19.131681763626393,-0.2165513221098898,-0.009946272612296261
Hau Giang,1981,3,1981-03-01,18.26185522909941,20.75863402351502,-2.4967787944156115,-0.10738795942777887
An Giang,1981,3,1981-03-01,17.793778043804295,36.708939552375234,-18.91516150857094,-0.5364840516619717
Ben Tre,1981,3,1981-03-01,6.168472922277021,8.325775864743715,-2.1573029424666936,-0.21978131742387563
Dong Thap,1981,3,1981-03-01,14.07005792163882,24.15924251553602,-10.089184593897201,-0.4129841666548084
Kien Giang,1981,3,1981-03-01,22.00533526271913,40.64599731440484,-18.64066205168571,-0.4840195115327373
Long An,1981,3,1981-03-01,14.045460465418524,20.228570185274116,-6.183109719855592,-0.28511464465788744
Tien Giang,1981,3,1981-03-01,8.908024285945494,11.794211201453914,-2.8861869155084197,-0.21932726171732866
Soc Trang,1981,4,1981-04-01,30.74410074386453,52.567798867096435,-21.823698123231907,-0.5007822018299749
Tra Vinh,1981,4,1981-04-01,17.154433576352577,35.79389658699988,-18.6394630106473,-0.5674185806070227
Vinh Long,1981,4,1981-04-01,30.311293228510745,43.481437328426544,-13.170144099915799,-0.328863075132457
Bac Lieu,1981,4,1981-04-01,29.716777647795823,62.47898565326389,-32.76220800546807,-0.6808971305063901
Ca Mau,1981,4,1981-04-01,39.419715340428006,77.12632995346,-37.706614613031995,-0.7410268456214154
Can Tho city,1981,4,1981-04-01,48.40472780928052,62.30122167169119,-13.896493862410665,-0.2898546483623637
Hau Giang,1981,4,1981-04-01,48.45461666136868,66.32796577736713,-17.873349115998444,-0.34608446619143984
An Giang,1981,4,1981-04-01,75.174427308475,87.46122282071849,-12.286795512243486,-0.2149222073568567
Ben Tre,1981,4,1981-04-01,15.453644554966584,32.24252309046432,-16.788878535497734,-0.5224456262866238
Dong Thap,1981,4,1981-04-01,55.48853225422354,69.54855556999001,-14.060023315766472,-0.28323586791743144
Kien Giang,1981,4,1981-04-01,69.69470656764564,101.49515551983427,-31.80044895218863,-0.49553603877016317
Long An,1981,4,1981-04-01,42.902216780256815,68.0260545886455,-25.12383780838868,-0.47481654703701376
Tien Giang,1981,4,1981-04-01,23.209029864550864,43.66240195705371,-20.453372092502846,-0.491045614976806
Soc Trang,1981,5,1981-05-01,171.3688742746187,203.58758004076157,-32.218705766142875,-0.496901381280219
