province_name,year,month,date,water_area_km2,province_area_km2,water_area_pct
Can Tho city,1993,5,1993-05-01,0.0,1398.2168353387826,0.0
Hau Giang,1993,5,1993-05-01,0.0,1678.4219435418108,0.0
An Giang,1993,5,1993-05-01,0.0,3540.966155975497,0.0
Ben Tre,1993,5,1993-05-01,0.0,2293.238665129326,0.0
Dong Thap,1993,5,1993-05-01,0.0,3393.2412305670014,0.0
Kien Giang,1993,5,1993-05-01,0.0,6294.25596863703,0.0
Long An,1993,5,1993-05-01,0.0,4493.542342739985,0.0
Tien Giang,1993,5,1993-05-01,0.0,2393.1845244412143,0.0
Soc Trang,1993,6,1993-06-01,0.0,3348.8468758966987,0.0
Tra Vinh,1993,6,1993-06-01,0.0,2254.4401122278623,0.0
Vinh Long,1993,6,1993-06-01,0.0,1534.6515536941374,0.0
Bac Lieu,1993,6,1993-06-01,0.0,2610.873855724368,0.0
Ca Mau,1993,6,1993-06-01,0.0,5185.881144708419,0.0
Can Tho city,1993,6,1993-06-01,0.0,1398.2168353387826,0.0
Hau Giang,1993,6,1993-06-01,0.0,1678.4219435418108,0.0
An Giang,1993,6,1993-06-01,0.0,3540.966155975497,0.0
Ben Tre,1993,6,1993-06-01,0.0,2293.238665129326,0.0
Dong Thap,1993,6,1993-06-01,0.0,3393.2412305670014,0.0
Kien Giang,1993,6,1993-06-01,0.0,6294.25596863703,0.0
Long An,1993,6,1993-06-01,0.0,4493.542342739985,0.0
Tien Giang,1993,6,1993-06-01,0.0,2393.1845244412143,0.0
Soc Trang,1993,7,1993-07-01,0.0,3348.8468758966987,0.0
Tra Vinh,1993,7,1993-07-01,0.0,2254.4401122278623,0.0
Vinh Long,1993,7,1993-07-01,0.0,1534.6515536941374,0.0
Bac Lieu,1993,7,1993-07-01,0.0,2610.873855724368,0.0
Ca Mau,1993,7,1993-07-01,0.0,5185.881144708419,0.0
Can Tho city,1993,7,1993-07-01,0.0,1398.2168353387826,0.0
Hau Giang,1993,7,1993-07-01,0.0,1678.4219435418108,0.0
An Giang,1993,7,1993-07-01,0.0,3540.966155975497,0.0
Ben Tre,1993,7,1993-07-01,0.0,2293.238665129326,0.0
Dong Thap,1993,7,1993-07-01,0.0,3393.2412305670014,0.0
Kien Giang,1993,7,1993-07-01,0.0,6294.25596863703,0.0
Long An,1993,7,1993-07-01,0.0,4493.542342739985,0.0
Tien Giang,1993,7,1993-07-01,0.0,2393.1845244412143,0.0
Soc Trang,1993,8,1993-08-01,0.0,3348.8468758966987,0.0
Tra Vinh,1993,8,1993-08-01,0.0,2254.4401122278623,0.0
Vinh Long,1993,8,1993-08-01,0.0,1534.6515536941374,0.0
Bac Lieu,1993,8,1993-08-01,0.0,2610.873855724368,0.0
Ca Mau,1993,8,1993-08-01,0.0,5185.881144708419,0.0
Can Tho city,1993,8,1993-08-01,0.0,1398.2168353387826,0.0
Hau Giang,1993,8,1993-08-01,0.0,1678.4219435418108,0.0
An Giang,1993,8,1993-08-01,0.0,3540.966155975497,0.0
Ben Tre,1993,8,1993-08-01,0.0,2293.238665129326,0.0
Dong Thap,1993,8,1993-08-01,0.0,3393.2412305670014,0.0
Kien Giang,1993,8,1993-08-01,0.0,6294.25596863703,0.0
Long An,1993,8,1993-08-01,0.0,4493.542342739985,0.0
Tien Giang,1993,8,1993-08-01,0.0,2393.1845244412143,0.0
Soc Trang,1993,9,1993-09-01,0.0,3348.8468758966987,0.0
Tra Vinh,1993,9,1993-09-01,0.0,2254.4401122278623,0.0
Vinh Long,1993,9,1993-09-01,0.0,1534.6515536941374,0.0
Bac Lieu,1993,9,1993-09-01,0.0,2610.873855724368,0.0
Ca Mau,1993,9,1993-09-01,0.0,5185.881144708419,0.0
Can Tho city,1993,9,1993-09-01,0.0,1398.2168353387826,0.0
Hau Giang,1993,9,1993-09-01,0.0,1678.4219435418108,0.0
An Giang,1993,9,1993-09-01,0.0,3540.966155975497,0.0
Ben Tre,1993,9,1993-09-01,0.0,2293.238665129326,0.0
Dong Thap,1993,9,1993-09-01,0.0,3393.2412305670014,0.0
Kien Giang,1993,9,1993-09-01,0.0,6294.25596863703,0.0
Long An,1993,9,1993-09-01,0.0,4493.542342739985,0.0
Tien Giang,1993,9,1993-09-01,0.0,2393.1845244412143,0.0
Soc Trang,1993,10,1993-10-01,0.0,3348.8468758966987,0.0
Tra Vinh,1993,10,1993-10-01,0.0,2254.4401122278623,0.0
Vinh Long,1993,10,1993-10-01,0.0,1534.6515536941374,0.0
Bac Lieu,1993,10,1993-10-01,0.0,2610.873855724368,0.0
Ca Mau,1993,10,1993-10-01,0.0,5185.881144708419,0.0
Can Tho city,1993,10,1993-10-01,0.0,1398.2168353387826,0.0
Hau Giang,1993,10,1993-10-01,0.0,1678.4219435418108,0.0
An Giang,1993,10,1993-10-01,0.0,3540.966155975497,0.0
Ben Tre,1993,10,1993-10-01,0.0,2293.238665129326,0.0
Dong Thap,1993,10,1993-10-01,0.0,3393.2412305670014,0.0
Kien Giang,1993,10,1993-10-01,0.0,6294.25596863703,0.0
Long An,1993,10,1993-10-01,0.0,4493.542342739985,0.0
Tien Giang,1993,10,1993-10-01,0.0,2393.1845244412143,0.0
Soc Trang,1993,11,1993-11-01,0.0,3348.8468758966987,0.0
Tra Vinh,1993,11,1993-11-01,0.0,2254.4401122278623,0.0
Vinh Long,1993,11,1993-11-01,0.0,1534.6515536941374,0.0
Bac Lieu,1993,11,1993-11-01,0.0,2610.873855724368,0.0
Ca Mau,1993,11,1993-11-01,0.0,5185.881144708419,0.0
Can Tho city,1993,11,1993-11-01,0.0,1398.2168353387826,0.0
Hau Giang,1993,11,1993-11-01,0.0,1678.4219435418108,0.0
An Giang,1993,11,1993-11-01,0.0,3540.966155975497,0.0
Ben Tre,1993,11,1993-11-01,0.0,2293.238665129326,0.0
Dong Thap,1993,11,1993-11-01,0.0,3393.2412305670014,0.0
Kien Giang,1993,11,1993-11-01,0.0,6294.25596863703,0.0
Long An,1993,11,1993-11-01,0.0,4493.542342739985,0.0
Tien Giang,1993,11,1993-11-01,0.0,2393.1845244412143,0.0
Soc Trang,1993,12,1993-12-01,0.0,3348.8468758966987,0.0
Tra Vinh,1993,12,1993-12-01,0.0,2254.4401122278623,0.0
Vinh Long,1993,12,1993-12-01,0.0,1534.6515536941374,0.0
Bac Lieu,1993,12,1993-12-01,0.0,2610.873855724368,0.0
Ca Mau,1993,12,1993-12-01,0.0,5185.881144708419,0.0
Can Tho city,1993,12,1993-12-01,0.0,1398.2168353387826,0.0
Hau Giang,1993,12,1993-12-01,0.0,1678.4219435418108,0.0
An Giang,1993,12,1993-12-01,0.0,3540.966155975497,0.0
Ben Tre,1993,12,1993-12-01,0.0,2293.238665129326,0.0
Dong Thap,1993,12,1993-12-01,0.0,3393.2412305670014,0.0
Kien Giang,1993,12,1993-12-01,0.0,6294.25596863703,0.0
Long An,1993,12,1993-12-01,0.0,4493.542342739985,0.0
Tien Giang,1993,12,1993-12-01,0.0,2393.1845244412143,0.0
Soc Trang,1994,1,1994-01-01,0.0,3348.8468758966987,0.0
Tra Vinh,1994,1,1994-01-01,0.2968287899933458,2254.4401122278623,0.0131664082972697
Vinh Long,1994,1,1994-01-01,0.0,1534.6515536941374,0.0
Bac Lieu,1994,1,1994-01-01,0.0,2610.873855724368,0.0
Ca Mau,1994,1,1994-01-01,0.0,5185.881144708419,0.0
Can Tho city,1994,1,1994-01-01,0.0,1398.2168353387826,0.0
Hau Giang,1994,1,1994-01-01,0.0,1678.4219435418108,0.0
An Giang,1994,1,1994-01-01,0.0,3540.966155975497,0.0
Ben Tre,1994,1,1994-01-01,41.560651476964985,2293.238665129326,1.8123125215412847
Dong Thap,1994,1,1994-01-01,0.0,3393.2412305670014,0.0
Kien Giang,1994,1,1994-01-01,0.0013912765213311,6294.25596863703,2.2103907566893225e-05
Long An,1994,1,1994-01-01,0.0,4493.542342739985,0.0
Tien Giang,1994,1,1994-01-01,12.820823647210515,2393.1845244412143,0.5357223196236428
Soc Trang,1994,2,1994-02-01,0.0,3348.8468758966987,0.0
Tra Vinh,1994,2,1994-02-01,0.0,2254.4401122278623,0.0
Vinh Long,1994,2,1994-02-01,0.0,1534.6515536941374,0.0
Bac Lieu,1994,2,1994-02-01,0.0,2610.873855724368,0.0
Ca Mau,1994,2,1994-02-01,0.0,5185.881144708419,0.0
Can Tho city,1994,2,1994-02-01,0.0,1398.2168353387826,0.0
Hau Giang,1994,2,1994-02-01,0.0,1678.4219435418108,0.0
An Giang,1994,2,1994-02-01,0.0,3540.966155975497,0.0
Ben Tre,1994,2,1994-02-01,0.0,2293.238665129326,0.0
Dong Thap,1994,2,1994-02-01,0.0,3393.2412305670014,0.0
Kien Giang,1994,2,1994-02-01,0.0,6294.25596863703,0.0
Long An,1994,2,1994-02-01,0.0,4493.542342739985,0.0
Tien Giang,1994,2,1994-02-01,0.0,2393.1845244412143,0.0
Soc Trang,1994,3,1994-03-01,0.0,3348.8468758966987,0.0
Tra Vinh,1994,3,1994-03-01,0.0,2254.4401122278623,0.0
Vinh Long,1994,3,1994-03-01,0.0,1534.6515536941374,0.0
Bac Lieu,1994,3,1994-03-01,0.0,2610.873855724368,0.0
Ca Mau,1994,3,1994-03-01,0.0,5185.881144708419,0.0
Can Tho city,1994,3,1994-03-01,0.0,1398.2168353387826,0.0
Hau Giang,1994,3,1994-03-01,0.0,1678.4219435418108,0.0
An Giang,1994,3,1994-03-01,0.0,3540.966155975497,0.0
Ben Tre,1994,3,1994-03-01,0.0,2293.238665129326,0.0
Dong Thap,1994,3,1994-03-01,0.0,3393.2412305670014,0.0
Kien Giang,1994,3,1994-03-01,0.0,6294.25596863703,0.0
Long An,1994,3,1994-03-01,0.0,4493.542342739985,0.0
Tien Giang,1994,3,1994-03-01,0.0,2393.1845244412143,0.0
Soc Trang,1994,4,1994-04-01,0.0,3348.8468758966987,0.0
Tra Vinh,1994,4,1994-04-01,0.0,2254.4401122278623,0.0
Vinh Long,1994,4,1994-04-01,0.0,1534.6515536941374,0.0
Bac Lieu,1994,4,1994-04-01,0.0,2610.873855724368,0.0
Ca Mau,1994,4,1994-04-01,0.0,5185.881144708419,0.0
Can Tho city,1994,4,1994-04-01,0.0,1398.2168353387826,0.0
Hau Giang,1994,4,1994-04-01,0.0,1678.4219435418108,0.0
An Giang,1994,4,1994-04-01,23.81480287874589,3540.966155975497,0.6725509883385253
Ben Tre,1994,4,1994-04-01,0.0,2293.238665129326,0.0
Dong Thap,1994,4,1994-04-01,32.72962365985926,3393.2412305670014,0.9645534000065838
Kien Giang,1994,4,1994-04-01,0.0,6294.25596863703,0.0
Long An,1994,4,1994-04-01,0.0,4493.542342739985,0.0
Tien Giang,1994,4,1994-04-01,0.0,2393.1845244412143,0.0
Soc Trang,1994,5,1994-05-01,0.0,3348.8468758966987,0.0
Tra Vinh,1994,5,1994-05-01,0.0,2254.4401122278623,0.0
Vinh Long,1994,5,1994-05-01,0.0,1534.6515536941374,0.0
Bac Lieu,1994,5,1994-05-01,0.0,2610.873855724368,0.0
Ca Mau,1994,5,1994-05-01,0.0,5185.881144708419,0.0
Can Tho city,1994,5,1994-05-01,0.0,1398.2168353387826,0.0
Hau Giang,1994,5,1994-05-01,0.0,1678.4219435418108,0.0
An Giang,1994,5,1994-05-01,0.0,3540.966155975497,0.0
Ben Tre,1994,5,1994-05-01,0.0,2293.238665129326,0.0
Dong Thap,1994,5,1994-05-01,0.0,3393.2412305670014,0.0
Kien Giang,1994,5,1994-05-01,0.0,6294.25596863703,0.0
Long An,1994,5,1994-05-01,0.0,4493.542342739985,0.0
Tien Giang,1994,5,1994-05-01,0.0,2393.1845244412143,0.0
Soc Trang,1994,6,1994-06-01,0.0,3348.8468758966987,0.0
Tra Vinh,1994,6,1994-06-01,0.0,2254.4401122278623,0.0
Vinh Long,1994,6,1994-06-01,0.0,1534.6515536941374,0.0
Bac Lieu,1994,6,1994-06-01,0.0,2610.873855724368,0.0
Ca Mau,1994,6,1994-06-01,0.0,5185.881144708419,0.0
Can Tho city,1994,6,1994-06-01,0.0,1398.2168353387826,0.0
Hau Giang,1994,6,1994-06-01,0.0,1678.4219435418108,0.0
An Giang,1994,6,1994-06-01,0.0,3540.966155975497,0.0
Ben Tre,1994,6,1994-06-01,0.0,2293.238665129326,0.0
Dong Thap,1994,6,1994-06-01,0.0,3393.2412305670014,0.0
Kien Giang,1994,6,1994-06-01,0.0,6294.25596863703,0.0
Long An,1994,6,1994-06-01,0.0,4493.542342739985,0.0
Tien Giang,1994,6,1994-06-01,0.0,2393.1845244412143,0.0
Soc Trang,1994,7,1994-07-01,0.0,3348.8468758966987,0.0
Tra Vinh,1994,7,1994-07-01,0.0,2254.4401122278623,0.0
Vinh Long,1994,7,1994-07-01,0.0,1534.6515536941374,0.0
Bac Lieu,1994,7,1994-07-01,0.0,2610.873855724368,0.0
Ca Mau,1994,7,1994-07-01,0.0,5185.881144708419,0.0
Can Tho city,1994,7,1994-07-01,0.0,1398.2168353387826,0.0
Hau Giang,1994,7,1994-07-01,0.0,1678.4219435418108,0.0
An Giang,1994,7,1994-07-01,0.0,3540.966155975497,0.0
Ben Tre,1994,7,1994-07-01,0.0,2293.238665129326,0.0
Dong Thap,1994,7,1994-07-01,0.0,3393.2412305670014,0.0
Kien Giang,1994,7,1994-07-01,0.0,6294.25596863703,0.0
Long An,1994,7,1994-07-01,0.0,4493.542342739985,0.0
Tien Giang,1994,7,1994-07-01,0.0,2393.1845244412143,0.0
Soc Trang,1994,8,1994-08-01,109.3403026194998,3348.8468758966987,3.2650135008105576
Tra Vinh,1994,8,1994-08-01,85.89624293146582,2254.4401122278623,3.810092025313647
Vinh Long,1994,8,1994-08-01,58.39174745175671,1534.6515536941374,3.8048863477314425
Bac Lieu,1994,8,1994-08-01,0.2202709686846566,2610.873855724368,0.0084366760271359
Ca Mau,1994,8,1994-08-01,0.0,5185.881144708419,0.0
Can Tho city,1994,8,1994-08-01,179.8667163968796,1398.2168353387826,12.86400734499085
Hau Giang,1994,8,1994-08-01,15.673273373393124,1678.4219435418108,0.9338100847465886
An Giang,1994,8,1994-08-01,1104.9999554250169,3540.966155975497,31.206171049115877
Ben Tre,1994,8,1994-08-01,40.70218390512959,2293.238665129326,1.7748777972411436
Dong Thap,1994,8,1994-08-01,1295.2542249433593,3393.2412305670014,38.17159279085283
Kien Giang,1994,8,1994-08-01,11.685097454733707,6294.25596863703,0.1856470012175882
Long An,1994,8,1994-08-01,527.6877186088917,4493.542342739985,11.743245714852408
Tien Giang,1994,8,1994-08-01,23.214748881386683,2393.1845244412143,0.9700358933587498
Soc Trang,1994,9,1994-09-01,0.0,3348.8468758966987,0.0
Tra Vinh,1994,9,1994-09-01,0.0,2254.4401122278623,0.0
Vinh Long,1994,9,1994-09-01,0.0,1534.6515536941374,0.0
Bac Lieu,1994,9,1994-09-01,0.0,2610.873855724368,0.0
Ca Mau,1994,9,1994-09-01,0.0,5185.881144708419,0.0
Can Tho city,1994,9,1994-09-01,0.0,1398.2168353387826,0.0
Hau Giang,1994,9,1994-09-01,0.0,1678.4219435418108,0.0
An Giang,1994,9,1994-09-01,0.0,3540.966155975497,0.0
Ben Tre,1994,9,1994-09-01,0.0,2293.238665129326,0.0
Dong Thap,1994,9,1994-09-01,0.0,3393.2412305670014,0.0
Kien Giang,1994,9,1994-09-01,0.0,6294.25596863703,0.0
Long An,1994,9,1994-09-01,0.0,4493.542342739985,0.0
Tien Giang,1994,9,1994-09-01,0.0,2393.1845244412143,0.0
Soc Trang,1994,10,1994-10-01,183.52098759163223,3348.8468758966987,5.480124783026756
Tra Vinh,1994,10,1994-10-01,168.22945426709896,2254.4401122278623,7.462138974312907
Vinh Long,1994,10,1994-10-01,397.4384137555709,1534.6515536941374,25.897632123648968
Bac Lieu,1994,10,1994-10-01,8.1414156350186,2610.873855724368,0.3118272304565179
Ca Mau,1994,10,1994-10-01,0.009703938293457,5185.881144708419,0.00018712226568012952
Can Tho city,1994,10,1994-10-01,577.4522133736431,1398.2168353387826,41.2991889940825
Hau Giang,1994,10,1994-10-01,135.36312139950826,1678.4219435418108,8.064904175041027
An Giang,1994,10,1994-10-01,1907.3205337022669,3540.966155975497,53.86441015494036
Ben Tre,1994,10,1994-10-01,214.69448453206329,2293.238665129326,9.36206456818814
Dong Thap,1994,10,1994-10-01,2031.1397766296584,3393.2412305670014,59.8583961061401
Kien Giang,1994,10,1994-10-01,1059.2521691677016,6294.25596863703,16.828870234158497
Long An,1994,10,1994-10-01,2026.110559510637,4493.542342739985,45.08938394191686
Tien Giang,1994,10,1994-10-01,561.4092142530995,2393.1845244412143,23.458668085119065
Soc Trang,1994,11,1994-11-01,172.61053146442677,3348.8468758966987,5.154327380770671
Tra Vinh,1994,11,1994-11-01,146.18701349020156,2254.4401122278623,6.484404384809227
Vinh Long,1994,11,1994-11-01,294.60007516804825,1534.6515536941374,19.19654493939693
Bac Lieu,1994,11,1994-11-01,9.705409326259495,2610.873855724368,0.3717303042037165
Ca Mau,1994,11,1994-11-01,3.46831705027188,5185.881144708419,0.0668799949997097
Can Tho city,1994,11,1994-11-01,581.7077691127961,1398.2168353387826,41.60354491596795
Hau Giang,1994,11,1994-11-01,199.11481897389973,1678.4219435418108,11.8632159058721
An Giang,1994,11,1994-11-01,2284.635961808514,3540.966155975497,64.52012985080684
Ben Tre,1994,11,1994-11-01,259.92471532731395,2293.238665129326,11.334394421291323
Dong Thap,1994,11,1994-11-01,1775.471741458119,3393.2412305670014,52.32377013058521
Kien Giang,1994,11,1994-11-01,1434.696373315761,6294.25596863703,22.79374052254238
Long An,1994,11,1994-11-01,1252.247743371967,4493.542342739985,27.867718780822614
Tien Giang,1994,11,1994-11-01,449.3216605630863,2393.1845244412143,18.775052904372203
Soc Trang,1994,12,1994-12-01,0.0,3348.8468758966987,0.0
Tra Vinh,1994,12,1994-12-01,0.0,2254.4401122278623,0.0
Vinh Long,1994,12,1994-12-01,0.0,1534.6515536941374,0.0
Bac Lieu,1994,12,1994-12-01,0.0,2610.873855724368,0.0
Ca Mau,1994,12,1994-12-01,182.4404465942792,5185.881144708419,3.518022135552377
Can Tho city,1994,12,1994-12-01,0.0,1398.2168353387826,0.0
Hau Giang,1994,12,1994-12-01,0.0,1678.4219435418108,0.0
An Giang,1994,12,1994-12-01,0.0,3540.966155975497,0.0
Ben Tre,1994,12,1994-12-01,0.0,2293.238665129326,0.0
Dong Thap,1994,12,1994-12-01,0.0,3393.2412305670014,0.0
Kien Giang,1994,12,1994-12-01,0.3977697624344164,6294.25596863703,0.0063195676250921
Long An,1994,12,1994-12-01,0.0,4493.542342739985,0.0
Tien Giang,1994,12,1994-12-01,0.0,2393.1845244412143,0.0
Soc Trang,1995,1,1995-01-01,0.0,3348.8468758966987,0.0
Tra Vinh,1995,1,1995-01-01,0.0,2254.4401122278623,0.0
Vinh Long,1995,1,1995-01-01,0.0,1534.6515536941374,0.0
Bac Lieu,1995,1,1995-01-01,0.0,2610.873855724368,0.0
Ca Mau,1995,1,1995-01-01,0.0,5185.881144708419,0.0
Can Tho city,1995,1,1995-01-01,0.0,1398.2168353387826,0.0
Hau Giang,1995,1,1995-01-01,0.0,1678.4219435418108,0.0
An Giang,1995,1,1995-01-01,0.0,3540.966155975497,0.0
Ben Tre,1995,1,1995-01-01,0.0,2293.238665129326,0.0
Dong Thap,1995,1,1995-01-01,0.0,3393.2412305670014,0.0
Kien Giang,1995,1,1995-01-01,0.0,6294.25596863703,0.0
Long An,1995,1,1995-01-01,0.0,4493.542342739985,0.0
Tien Giang,1995,1,1995-01-01,0.0,2393.1845244412143,0.0
Soc Trang,1995,2,1995-02-01,204.51407085949657,3348.8468758966987,6.10699976554572
Tra Vinh,1995,2,1995-02-01,247.10903600438985,2254.4401122278623,10.960993581692174
Vinh Long,1995,2,1995-02-01,95.75826550227704,1534.6515536941374,6.239739911758631
Bac Lieu,1995,2,1995-02-01,6.184843510480846,2610.873855724368,0.2368878717338454
Ca Mau,1995,2,1995-02-01,0.2399438999753465,5185.881144708419,0.004626868477697
Can Tho city,1995,2,1995-02-01,42.39172249642482,1398.2168353387826,3.0318418020015803
Hau Giang,1995,2,1995-02-01,11.034905677513397,1678.4219435418108,0.6574571858985295
An Giang,1995,2,1995-02-01,95.87119865790808,3540.966155975497,2.707487008767996
Ben Tre,1995,2,1995-02-01,354.8499629088265,2293.238665129326,15.4737476000482
Dong Thap,1995,2,1995-02-01,144.52404076385648,3393.2412305670014,4.259173779392834
Kien Giang,1995,2,1995-02-01,63.52637462808971,6294.25596863703,1.0092753606562626
Long An,1995,2,1995-02-01,101.77160317864085,4493.542342739985,2.264841308173465
Tien Giang,1995,2,1995-02-01,135.54097805063896,2393.1845244412143,5.663624207259424
Soc Trang,1995,3,1995-03-01,0.0,3348.8468758966987,0.0
Tra Vinh,1995,3,1995-03-01,0.0,2254.4401122278623,0.0
Vinh Long,1995,3,1995-03-01,0.0,1534.6515536941374,0.0
Bac Lieu,1995,3,1995-03-01,0.0,2610.873855724368,0.0
Ca Mau,1995,3,1995-03-01,3.2040924078855064,5185.881144708419,0.0617849179045475
Can Tho city,1995,3,1995-03-01,0.0,1398.2168353387826,0.0
Hau Giang,1995,3,1995-03-01,0.0,1678.4219435418108,0.0
An Giang,1995,3,1995-03-01,47.2619624068011,3540.966155975497,1.3347194049580222
Ben Tre,1995,3,1995-03-01,15.44538820490568,2293.238665129326,0.6735185674202229
Dong Thap,1995,3,1995-03-01,43.24871857866207,3393.2412305670014,1.2745547881791863
Kien Giang,1995,3,1995-03-01,51.90207318005683,6294.25596863703,0.8245942560752865
Long An,1995,3,1995-03-01,2.829830307257923,4493.542342739985,0.0629754899679526
Tien Giang,1995,3,1995-03-01,5.380863686157459,2393.1845244412143,0.2248411533337087
Soc Trang,1995,4,1995-04-01,0.0,3348.8468758966987,0.0
Tra Vinh,1995,4,1995-04-01,0.0,2254.4401122278623,0.0
Vinh Long,1995,4,1995-04-01,0.0,1534.6515536941374,0.0
Bac Lieu,1995,4,1995-04-01,0.0,2610.873855724368,0.0
Ca Mau,1995,4,1995-04-01,0.0,5185.881144708419,0.0
Can Tho city,1995,4,1995-04-01,0.0,1398.2168353387826,0.0
Hau Giang,1995,4,1995-04-01,0.0,1678.4219435418108,0.0
An Giang,1995,4,1995-04-01,0.0,3540.966155975497,0.0
Ben Tre,1995,4,1995-04-01,0.0,2293.238665129326,0.0
Dong Thap,1995,4,1995-04-01,0.0,3393.2412305670014,0.0
Kien Giang,1995,4,1995-04-01,0.3654320924242201,6294.25596863703,0.0058058028501715
Long An,1995,4,1995-04-01,0.0,4493.542342739985,0.0
Tien Giang,1995,4,1995-04-01,0.0,2393.1845244412143,0.0
Soc Trang,1995,5,1995-05-01,0.0,3348.8468758966987,0.0
Tra Vinh,1995,5,1995-05-01,0.0,2254.4401122278623,0.0
Vinh Long,1995,5,1995-05-01,0.0,1534.6515536941374,0.0
Bac Lieu,1995,5,1995-05-01,0.0,2610.873855724368,0.0
Ca Mau,1995,5,1995-05-01,17.477606789109473,5185.881144708419,0.3370228954619084
Can Tho city,1995,5,1995-05-01,0.0,1398.2168353387826,0.0
Hau Giang,1995,5,1995-05-01,0.0,1678.4219435418108,0.0
An Giang,1995,5,1995-05-01,2.5140543650060305,3540.966155975497,0.0709991074261887
Ben Tre,1995,5,1995-05-01,0.0,2293.238665129326,0.0
Dong Thap,1995,5,1995-05-01,0.0,3393.2412305670014,0.0
Kien Giang,1995,5,1995-05-01,50.46119300467348,6294.25596863703,0.8017022703892426
Long An,1995,5,1995-05-01,0.0,4493.542342739985,0.0
Tien Giang,1995,5,1995-05-01,0.0,2393.1845244412143,0.0
Soc Trang,1995,6,1995-06-01,0.0,3348.8468758966987,0.0
Tra Vinh,1995,6,1995-06-01,0.0,2254.4401122278623,0.0
Vinh Long,1995,6,1995-06-01,0.0,1534.6515536941374,0.0
Bac Lieu,1995,6,1995-06-01,0.0,2610.873855724368,0.0
Ca Mau,1995,6,1995-06-01,0.0,5185.881144708419,0.0
Can Tho city,1995,6,1995-06-01,0.0,1398.2168353387826,0.0
Hau Giang,1995,6,1995-06-01,0.0,1678.4219435418108,0.0
An Giang,1995,6,1995-06-01,0.0,3540.966155975497,0.0
Ben Tre,1995,6,1995-06-01,0.0,2293.238665129326,0.0
Dong Thap,1995,6,1995-06-01,0.0,3393.2412305670014,0.0
Kien Giang,1995,6,1995-06-01,0.0,6294.25596863703,0.0
Long An,1995,6,1995-06-01,0.0,4493.542342739985,0.0
Tien Giang,1995,6,1995-06-01,0.0,2393.1845244412143,0.0
Soc Trang,1995,7,1995-07-01,0.0,3348.8468758966987,0.0
Tra Vinh,1995,7,1995-07-01,0.0,2254.4401122278623,0.0
Vinh Long,1995,7,1995-07-01,0.0,1534.6515536941374,0.0
Bac Lieu,1995,7,1995-07-01,0.0,2610.873855724368,0.0
Ca Mau,1995,7,1995-07-01,0.0,5185.881144708419,0.0
Can Tho city,1995,7,1995-07-01,0.0,1398.2168353387826,0.0
Hau Giang,1995,7,1995-07-01,0.0,1678.4219435418108,0.0
An Giang,1995,7,1995-07-01,0.0,3540.966155975497,0.0
Ben Tre,1995,7,1995-07-01,28.18252440298322,2293.238665129326,1.2289398757976149
Dong Thap,1995,7,1995-07-01,0.0,3393.2412305670014,0.0
Kien Giang,1995,7,1995-07-01,0.0,6294.25596863703,0.0
Long An,1995,7,1995-07-01,0.0,4493.542342739985,0.0
Tien Giang,1995,7,1995-07-01,20.293891833519236,2393.1845244412143,0.8479869239609787
Soc Trang,1995,8,1995-08-01,0.0,3348.8468758966987,0.0
Tra Vinh,1995,8,1995-08-01,0.0,2254.4401122278623,0.0
Vinh Long,1995,8,1995-08-01,0.0,1534.6515536941374,0.0
Bac Lieu,1995,8,1995-08-01,0.0,2610.873855724368,0.0
Ca Mau,1995,8,1995-08-01,0.0,5185.881144708419,0.0
Can Tho city,1995,8,1995-08-01,0.0,1398.2168353387826,0.0
Hau Giang,1995,8,1995-08-01,0.0,1678.4219435418108,0.0
An Giang,1995,8,1995-08-01,0.0,3540.966155975497,0.0
Ben Tre,1995,8,1995-08-01,0.0,2293.238665129326,0.0
Dong Thap,1995,8,1995-08-01,0.0,3393.2412305670014,0.0
Kien Giang,1995,8,1995-08-01,0.0,6294.25596863703,0.0
Long An,1995,8,1995-08-01,0.0,4493.542342739985,0.0
Tien Giang,1995,8,1995-08-01,0.0,2393.1845244412143,0.0
Soc Trang,1995,9,1995-09-01,0.0,3348.8468758966987,0.0
Tra Vinh,1995,9,1995-09-01,0.0,2254.4401122278623,0.0
Vinh Long,1995,9,1995-09-01,0.0,1534.6515536941374,0.0
Bac Lieu,1995,9,1995-09-01,0.0,2610.873855724368,0.0
Ca Mau,1995,9,1995-09-01,0.0,5185.881144708419,0.0
Can Tho city,1995,9,1995-09-01,0.0,1398.2168353387826,0.0
Hau Giang,1995,9,1995-09-01,0.0,1678.4219435418108,0.0
An Giang,1995,9,1995-09-01,0.0,3540.966155975497,0.0
Ben Tre,1995,9,1995-09-01,0.0,2293.238665129326,0.0
Dong Thap,1995,9,1995-09-01,0.0,3393.2412305670014,0.0
Kien Giang,1995,9,1995-09-01,0.0,6294.25596863703,0.0
Long An,1995,9,1995-09-01,0.0,4493.542342739985,0.0
Tien Giang,1995,9,1995-09-01,0.0,2393.1845244412143,0.0
Soc Trang,1995,10,1995-10-01,92.79173876113823,3348.8468758966987,2.7708564231170474
Tra Vinh,1995,10,1995-10-01,73.50042138247987,2254.4401122278623,3.2602516688654
Vinh Long,1995,10,1995-10-01,120.52016271328226,1534.6515536941374,7.853259094754902
Bac Lieu,1995,10,1995-10-01,49.15992451060391,2610.873855724368,1.8828915997921645
