year,avg_rainfall,total_rainfall,avg_anomaly,avg_zscore
2020,149.01925822265892,23247.00428273479,-6.458771767822536,-0.2189053438287271
2021,155.70790506804036,24290.433190614294,0.2298750775588851,0.004553988821547836
2022,163.90736601844299,25569.549098877105,8.429336027961542,0.27453605890017946
2023,144.9723360724013,22615.684427294604,-10.505693918080151,-0.14378953959399948
2024,163.7832845708637,25550.19239305474,8.305254580382261,0.08360483570099927
