province_name,date,year,month,day,rainfall_mm
Tien Giang,1981-01-01,1981,1,1,0.0
Tien Giang,1981-01-02,1981,1,2,0.0
Tien Giang,1981-01-03,1981,1,3,0.0
Tien Giang,1981-01-04,1981,1,4,0.0
Tien Giang,1981-01-05,1981,1,5,0.0
Tien Giang,1981-01-06,1981,1,6,0.0
Tien Giang,1981-01-07,1981,1,7,0.0
Tien Giang,1981-01-08,1981,1,8,0.0
Tien Giang,1981-01-09,1981,1,9,0.0
Tien Giang,1981-01-10,1981,1,10,0.0
Tien Giang,1981-01-11,1981,1,11,0.0
Tien Giang,1981-01-12,1981,1,12,0.0
Tien Giang,1981-01-13,1981,1,13,0.0
Tien Giang,1981-01-14,1981,1,14,0.0
Tien Giang,1981-01-15,1981,1,15,0.0
Tien Giang,1981-01-16,1981,1,16,0.0
Tien Giang,1981-01-17,1981,1,17,0.0
Tien Giang,1981-01-18,1981,1,18,0.0
Tien Giang,1981-01-19,1981,1,19,0.0
Tien Giang,1981-01-20,1981,1,20,0.0
Tien Giang,1981-01-21,1981,1,21,0.0
Tien Giang,1981-01-22,1981,1,22,0.0
Tien Giang,1981-01-23,1981,1,23,0.0
Tien Giang,1981-01-24,1981,1,24,0.0
Tien Giang,1981-01-25,1981,1,25,0.0
Tien Giang,1981-01-26,1981,1,26,0.0
Tien Giang,1981-01-27,1981,1,27,0.0
Tien Giang,1981-01-28,1981,1,28,2.932424990813685
Tien Giang,1981-01-29,1981,1,29,6.767200988553411
Tien Giang,1981-01-30,1981,1,30,0.0
Tien Giang,1981-01-31,1981,1,31,0.0
Tien Giang,1981-02-01,1981,2,1,0.0
Tien Giang,1981-02-02,1981,2,2,0.0
Tien Giang,1981-02-03,1981,2,3,0.0
Tien Giang,1981-02-04,1981,2,4,0.0
Tien Giang,1981-02-05,1981,2,5,0.0
Tien Giang,1981-02-06,1981,2,6,0.0
Tien Giang,1981-02-07,1981,2,7,0.0
Tien Giang,1981-02-08,1981,2,8,0.0
Tien Giang,1981-02-09,1981,2,9,0.0
Tien Giang,1981-02-10,1981,2,10,0.7747571598298636
Tien Giang,1981-02-11,1981,2,11,0.6848826014905908
Tien Giang,1981-02-12,1981,2,12,0.0
Tien Giang,1981-02-13,1981,2,13,6.342773812087895
Tien Giang,1981-02-14,1981,2,14,0.0
Tien Giang,1981-02-15,1981,2,15,0.0
Tien Giang,1981-02-16,1981,2,16,0.0
Tien Giang,1981-02-17,1981,2,17,0.0
Tien Giang,1981-02-18,1981,2,18,0.0
Tien Giang,1981-02-19,1981,2,19,0.0
Tien Giang,1981-02-20,1981,2,20,0.0
Tien Giang,1981-02-21,1981,2,21,0.0
Tien Giang,1981-02-22,1981,2,22,0.0
Tien Giang,1981-02-23,1981,2,23,0.0
Tien Giang,1981-02-24,1981,2,24,0.0
Tien Giang,1981-02-25,1981,2,25,0.0
Tien Giang,1981-02-26,1981,2,26,0.0
Tien Giang,1981-02-27,1981,2,27,0.0
Tien Giang,1981-02-28,1981,2,28,0.0
Tien Giang,1981-03-01,1981,3,1,0.0
Tien Giang,1981-03-02,1981,3,2,0.0
Tien Giang,1981-03-03,1981,3,3,0.0
Tien Giang,1981-03-04,1981,3,4,0.0
Tien Giang,1981-03-05,1981,3,5,0.0
Tien Giang,1981-03-06,1981,3,6,0.0
Tien Giang,1981-03-07,1981,3,7,0.0
Tien Giang,1981-03-08,1981,3,8,0.0
Tien Giang,1981-03-09,1981,3,9,0.0
Tien Giang,1981-03-10,1981,3,10,0.0
Tien Giang,1981-03-11,1981,3,11,0.0
Tien Giang,1981-03-12,1981,3,12,0.0
Tien Giang,1981-03-13,1981,3,13,0.0
Tien Giang,1981-03-14,1981,3,14,0.0
Tien Giang,1981-03-15,1981,3,15,0.0
Tien Giang,1981-03-16,1981,3,16,0.0
Tien Giang,1981-03-17,1981,3,17,0.0
Tien Giang,1981-03-18,1981,3,18,0.0
Tien Giang,1981-03-19,1981,3,19,0.0
Tien Giang,1981-03-20,1981,3,20,0.0
Tien Giang,1981-03-21,1981,3,21,0.0
Tien Giang,1981-03-22,1981,3,22,0.0
Tien Giang,1981-03-23,1981,3,23,0.0
Tien Giang,1981-03-24,1981,3,24,0.0
Tien Giang,1981-03-25,1981,3,25,0.0
Tien Giang,1981-03-26,1981,3,26,0.0
Tien Giang,1981-03-27,1981,3,27,0.0
Tien Giang,1981-03-28,1981,3,28,0.0
Tien Giang,1981-03-29,1981,3,29,0.0
Tien Giang,1981-03-30,1981,3,30,7.585214029826315
Tien Giang,1981-03-31,1981,3,31,1.6516056795294014
Tien Giang,1981-04-01,1981,4,1,0.0
Tien Giang,1981-04-02,1981,4,2,0.0
Tien Giang,1981-04-03,1981,4,3,0.0
Tien Giang,1981-04-04,1981,4,4,0.0
Tien Giang,1981-04-05,1981,4,5,0.0
Tien Giang,1981-04-06,1981,4,6,0.0
Tien Giang,1981-04-07,1981,4,7,0.0
Tien Giang,1981-04-08,1981,4,8,0.0
Tien Giang,1981-04-09,1981,4,9,0.0
Tien Giang,1981-04-10,1981,4,10,0.0
Tien Giang,1981-04-11,1981,4,11,0.1691569658915969
Tien Giang,1981-04-12,1981,4,12,0.4798396200374385
Tien Giang,1981-04-13,1981,4,13,2.182583433313662
Tien Giang,1981-04-14,1981,4,14,0.1242485074102003
Tien Giang,1981-04-15,1981,4,15,1.2449331940968218
Tien Giang,1981-04-16,1981,4,16,0.3996724656310921
Tien Giang,1981-04-17,1981,4,17,2.343065283715755
Tien Giang,1981-04-18,1981,4,18,0.806305198867756
Tien Giang,1981-04-19,1981,4,19,0.7746418335092435
Tien Giang,1981-04-20,1981,4,20,0.5640003702472802
Tien Giang,1981-04-21,1981,4,21,0.1028036268060174
Tien Giang,1981-04-22,1981,4,22,6.451106897387654
Tien Giang,1981-04-23,1981,4,23,0.0
Tien Giang,1981-04-24,1981,4,24,0.0
Tien Giang,1981-04-25,1981,4,25,0.0
Tien Giang,1981-04-26,1981,4,26,1.694759577461194
Tien Giang,1981-04-27,1981,4,27,0.0
Tien Giang,1981-04-28,1981,4,28,0.1181242051298536
Tien Giang,1981-04-29,1981,4,29,1.7814094159202352
Tien Giang,1981-04-30,1981,4,30,3.698624490957948
Tien Giang,1981-05-01,1981,5,1,1.7218399111913187
Tien Giang,1981-05-02,1981,5,2,1.6322043301003208
Tien Giang,1981-05-03,1981,5,3,4.584261756934718
Tien Giang,1981-05-04,1981,5,4,4.976897127519671
Tien Giang,1981-05-05,1981,5,5,1.2039838534992289
Tien Giang,1981-05-06,1981,5,6,7.9231856929187074
Tien Giang,1981-05-07,1981,5,7,19.061350920516723
Tien Giang,1981-05-08,1981,5,8,4.875771720729413
Tien Giang,1981-05-09,1981,5,9,7.636817876765468
Tien Giang,1981-05-10,1981,5,10,1.7091878564200191
Tien Giang,1981-05-11,1981,5,11,5.14881128025987
Tien Giang,1981-05-12,1981,5,12,2.9189737887850686
Tien Giang,1981-05-13,1981,5,13,1.3420857751001698
Tien Giang,1981-05-14,1981,5,14,0.0
Tien Giang,1981-05-15,1981,5,15,0.4443958950878978
Tien Giang,1981-05-16,1981,5,16,10.36568032342542
Tien Giang,1981-05-17,1981,5,17,8.41542336204344
Tien Giang,1981-05-18,1981,5,18,3.151442879438638
Tien Giang,1981-05-19,1981,5,19,0.0
Tien Giang,1981-05-20,1981,5,20,2.005266423285053
Tien Giang,1981-05-21,1981,5,21,3.827289789499117
Tien Giang,1981-05-22,1981,5,22,4.092670877769761
Tien Giang,1981-05-23,1981,5,23,2.5973331150786687
Tien Giang,1981-05-24,1981,5,24,8.473797746543015
