province_name,date,year,month,day,rainfall_mm
Soc Trang,1981-01-01,1981,1,1,0.0
Soc Trang,1981-01-02,1981,1,2,0.8009098250575704
Soc Trang,1981-01-03,1981,1,3,0.0
Soc Trang,1981-01-04,1981,1,4,0.0
Soc Trang,1981-01-05,1981,1,5,0.0
Soc Trang,1981-01-06,1981,1,6,0.0
Soc Trang,1981-01-07,1981,1,7,0.0
Soc Trang,1981-01-08,1981,1,8,0.0
Soc Trang,1981-01-09,1981,1,9,2.4206319370862177
Soc Trang,1981-01-10,1981,1,10,0.0
Soc Trang,1981-01-11,1981,1,11,0.0
Soc Trang,1981-01-12,1981,1,12,0.0
Soc Trang,1981-01-13,1981,1,13,0.0
Soc Trang,1981-01-14,1981,1,14,0.0
Soc Trang,1981-01-15,1981,1,15,0.0
Soc Trang,1981-01-16,1981,1,16,0.0
Soc Trang,1981-01-17,1981,1,17,0.0
Soc Trang,1981-01-18,1981,1,18,0.0
Soc Trang,1981-01-19,1981,1,19,0.0
Soc Trang,1981-01-20,1981,1,20,0.0
Soc Trang,1981-01-21,1981,1,21,0.0
Soc Trang,1981-01-22,1981,1,22,0.0
Soc Trang,1981-01-23,1981,1,23,0.0
Soc Trang,1981-01-24,1981,1,24,0.0
Soc Trang,1981-01-25,1981,1,25,0.0
Soc Trang,1981-01-26,1981,1,26,0.0
Soc Trang,1981-01-27,1981,1,27,0.0
Soc Trang,1981-01-28,1981,1,28,2.827905582918057
Soc Trang,1981-01-29,1981,1,29,6.488223862126119
Soc Trang,1981-01-30,1981,1,30,0.0
Soc Trang,1981-01-31,1981,1,31,0.0
Soc Trang,1981-02-01,1981,2,1,0.0
Soc Trang,1981-02-02,1981,2,2,0.0
Soc Trang,1981-02-03,1981,2,3,0.0
Soc Trang,1981-02-04,1981,2,4,0.0
Soc Trang,1981-02-05,1981,2,5,0.0
Soc Trang,1981-02-06,1981,2,6,0.0
Soc Trang,1981-02-07,1981,2,7,0.0
Soc Trang,1981-02-08,1981,2,8,0.0
Soc Trang,1981-02-09,1981,2,9,0.0
Soc Trang,1981-02-10,1981,2,10,0.2104764109462328
Soc Trang,1981-02-11,1981,2,11,4.248203725568308
Soc Trang,1981-02-12,1981,2,12,0.0
Soc Trang,1981-02-13,1981,2,13,2.202016032407648
Soc Trang,1981-02-14,1981,2,14,0.0
Soc Trang,1981-02-15,1981,2,15,0.0
Soc Trang,1981-02-16,1981,2,16,0.0
Soc Trang,1981-02-17,1981,2,17,0.0
Soc Trang,1981-02-18,1981,2,18,0.0
Soc Trang,1981-02-19,1981,2,19,0.0
Soc Trang,1981-02-20,1981,2,20,0.0
Soc Trang,1981-02-21,1981,2,21,0.0
Soc Trang,1981-02-22,1981,2,22,0.0
Soc Trang,1981-02-23,1981,2,23,0.0
Soc Trang,1981-02-24,1981,2,24,0.0
Soc Trang,1981-02-25,1981,2,25,0.0
Soc Trang,1981-02-26,1981,2,26,0.0
Soc Trang,1981-02-27,1981,2,27,0.0
Soc Trang,1981-02-28,1981,2,28,0.0
Soc Trang,1981-03-01,1981,3,1,0.0
Soc Trang,1981-03-02,1981,3,2,0.0
Soc Trang,1981-03-03,1981,3,3,0.0
Soc Trang,1981-03-04,1981,3,4,0.0
Soc Trang,1981-03-05,1981,3,5,0.0
Soc Trang,1981-03-06,1981,3,6,0.0
Soc Trang,1981-03-07,1981,3,7,0.0
Soc Trang,1981-03-08,1981,3,8,0.0
Soc Trang,1981-03-09,1981,3,9,0.0
Soc Trang,1981-03-10,1981,3,10,0.0
Soc Trang,1981-03-11,1981,3,11,0.0
Soc Trang,1981-03-12,1981,3,12,0.0
Soc Trang,1981-03-13,1981,3,13,0.0
Soc Trang,1981-03-14,1981,3,14,0.0
Soc Trang,1981-03-15,1981,3,15,0.0
Soc Trang,1981-03-16,1981,3,16,0.0
Soc Trang,1981-03-17,1981,3,17,0.0
Soc Trang,1981-03-18,1981,3,18,0.0
Soc Trang,1981-03-19,1981,3,19,0.0
Soc Trang,1981-03-20,1981,3,20,0.0
Soc Trang,1981-03-21,1981,3,21,0.0
Soc Trang,1981-03-22,1981,3,22,0.0
Soc Trang,1981-03-23,1981,3,23,0.0
Soc Trang,1981-03-24,1981,3,24,0.0
Soc Trang,1981-03-25,1981,3,25,0.0
Soc Trang,1981-03-26,1981,3,26,0.0
Soc Trang,1981-03-27,1981,3,27,0.0
Soc Trang,1981-03-28,1981,3,28,0.0
Soc Trang,1981-03-29,1981,3,29,2.2008086839016205
Soc Trang,1981-03-30,1981,3,30,1.1797923204500058
Soc Trang,1981-03-31,1981,3,31,3.6437421637655176
Soc Trang,1981-04-01,1981,4,1,0.0420065198613939
Soc Trang,1981-04-02,1981,4,2,2.744734571498772
Soc Trang,1981-04-03,1981,4,3,0.0
Soc Trang,1981-04-04,1981,4,4,0.0
Soc Trang,1981-04-05,1981,4,5,0.0
Soc Trang,1981-04-06,1981,4,6,0.0
Soc Trang,1981-04-07,1981,4,7,0.0
Soc Trang,1981-04-08,1981,4,8,0.0
Soc Trang,1981-04-09,1981,4,9,0.0
Soc Trang,1981-04-10,1981,4,10,0.0
Soc Trang,1981-04-11,1981,4,11,0.7979226604346077
Soc Trang,1981-04-12,1981,4,12,4.943865925849176
Soc Trang,1981-04-13,1981,4,13,0.7858290687639765
Soc Trang,1981-04-14,1981,4,14,0.346253726488915
Soc Trang,1981-04-15,1981,4,15,2.8315307302928026
Soc Trang,1981-04-16,1981,4,16,0.0
Soc Trang,1981-04-17,1981,4,17,3.3122063772416173
Soc Trang,1981-04-18,1981,4,18,3.414417665211682
Soc Trang,1981-04-19,1981,4,19,0.293079239897243
Soc Trang,1981-04-20,1981,4,20,0.1871253851302991
Soc Trang,1981-04-21,1981,4,21,5.179724242278179
Soc Trang,1981-04-22,1981,4,22,0.3666304109704059
Soc Trang,1981-04-23,1981,4,23,0.0
Soc Trang,1981-04-24,1981,4,24,0.0
Soc Trang,1981-04-25,1981,4,25,0.0
Soc Trang,1981-04-26,1981,4,26,0.0
Soc Trang,1981-04-27,1981,4,27,0.0
Soc Trang,1981-04-28,1981,4,28,0.0
Soc Trang,1981-04-29,1981,4,29,0.3354761658929631
Soc Trang,1981-04-30,1981,4,30,5.887924631559272
Soc Trang,1981-05-01,1981,5,1,1.0892345482654733
Soc Trang,1981-05-02,1981,5,2,1.6483486767051705
Soc Trang,1981-05-03,1981,5,3,0.990167990728537
Soc Trang,1981-05-04,1981,5,4,10.568848521036116
Soc Trang,1981-05-05,1981,5,5,9.369714393697338
Soc Trang,1981-05-06,1981,5,6,0.2866548826886451
Soc Trang,1981-05-07,1981,5,7,16.593033931388177
Soc Trang,1981-05-08,1981,5,8,3.770068037639697
Soc Trang,1981-05-09,1981,5,9,4.721568521155795
Soc Trang,1981-05-10,1981,5,10,0.0
Soc Trang,1981-05-11,1981,5,11,6.927126882961399
Soc Trang,1981-05-12,1981,5,12,8.77776815471115
Soc Trang,1981-05-13,1981,5,13,5.325853882759243
Soc Trang,1981-05-14,1981,5,14,3.015401273138234
Soc Trang,1981-05-15,1981,5,15,2.2203941021669578
Soc Trang,1981-05-16,1981,5,16,9.580472293579934
Soc Trang,1981-05-17,1981,5,17,7.057468598592809
Soc Trang,1981-05-18,1981,5,18,8.706230462857064
Soc Trang,1981-05-19,1981,5,19,0.2095739878243462
Soc Trang,1981-05-20,1981,5,20,0.1235144410247456
Soc Trang,1981-05-21,1981,5,21,3.344273787948912
Soc Trang,1981-05-22,1981,5,22,6.10070607224561
Soc Trang,1981-05-23,1981,5,23,6.883690402457396
Soc Trang,1981-05-24,1981,5,24,2.1003302660047813
Soc Trang,1981-05-25,1981,5,25,18.89110302547571
Soc Trang,1981-05-26,1981,5,26,6.000667283703926
Soc Trang,1981-05-27,1981,5,27,6.443523867982379
Soc Trang,1981-05-28,1981,5,28,1.9066140568977448
Soc Trang,1981-05-29,1981,5,29,6.302686946233965
Soc Trang,1981-05-30,1981,5,30,10.486144557032246
Soc Trang,1981-05-31,1981,5,31,2.274061767284755
Soc Trang,1981-06-01,1981,6,1,2.1817407575275176
Soc Trang,1981-06-02,1981,6,2,18.78523020629952
Soc Trang,1981-06-03,1981,6,3,9.418420398166615
Soc Trang,1981-06-04,1981,6,4,19.951509640395475
Soc Trang,1981-06-05,1981,6,5,12.378467701544206
Soc Trang,1981-06-06,1981,6,6,14.061869344660224
Soc Trang,1981-06-07,1981,6,7,19.61006595211604
Soc Trang,1981-06-08,1981,6,8,10.40010326379335
Soc Trang,1981-06-09,1981,6,9,18.986279076356208
Soc Trang,1981-06-10,1981,6,10,12.361205327661436
Soc Trang,1981-06-11,1981,6,11,14.067009280417356
Soc Trang,1981-06-12,1981,6,12,8.680979448792511
Soc Trang,1981-06-13,1981,6,13,4.244368347069808
Soc Trang,1981-06-14,1981,6,14,14.861182221129887
Soc Trang,1981-06-15,1981,6,15,18.149033686206533
Soc Trang,1981-06-16,1981,6,16,7.984784651282865
Soc Trang,1981-06-17,1981,6,17,0.6737847507239403
Soc Trang,1981-06-18,1981,6,18,7.263934607832535
Soc Trang,1981-06-19,1981,6,19,8.947797969034832
Soc Trang,1981-06-20,1981,6,20,13.731610274407876
Soc Trang,1981-06-21,1981,6,21,16.791537554708096
Soc Trang,1981-06-22,1981,6,22,15.65142689718942
Soc Trang,1981-06-23,1981,6,23,0.0
Soc Trang,1981-06-24,1981,6,24,1.743731202544562
Soc Trang,1981-06-25,1981,6,25,0.2477425740540648
Soc Trang,1981-06-26,1981,6,26,3.220886910538419
Soc Trang,1981-06-27,1981,6,27,0.2995940180563806
Soc Trang,1981-06-28,1981,6,28,1.572996661626551
Soc Trang,1981-06-29,1981,6,29,0.08746133431113
Soc Trang,1981-06-30,1981,6,30,0.0
Soc Trang,1981-07-01,1981,7,1,0.0
Soc Trang,1981-07-02,1981,7,2,15.440663234161931
Soc Trang,1981-07-03,1981,7,3,15.553691508099998
Soc Trang,1981-07-04,1981,7,4,13.3419237057863
Soc Trang,1981-07-05,1981,7,5,6.084207848147312
Soc Trang,1981-07-06,1981,7,6,0.0007456750928602626
Soc Trang,1981-07-07,1981,7,7,0.0
Soc Trang,1981-07-08,1981,7,8,8.464623546186715
Soc Trang,1981-07-09,1981,7,9,23.904694244360112
Soc Trang,1981-07-10,1981,7,10,7.315066065688055
Soc Trang,1981-07-11,1981,7,11,0.1127874245360184
Soc Trang,1981-07-12,1981,7,12,9.081449168437835
Soc Trang,1981-07-13,1981,7,13,19.18588551890901
Soc Trang,1981-07-14,1981,7,14,11.773239086856451
Soc Trang,1981-07-15,1981,7,15,2.0606990076786715
Soc Trang,1981-07-16,1981,7,16,2.1716383576164104
Soc Trang,1981-07-17,1981,7,17,1.0466248943439675
Soc Trang,1981-07-18,1981,7,18,15.18883829107938
Soc Trang,1981-07-19,1981,7,19,12.386565673758671
Soc Trang,1981-07-20,1981,7,20,4.301508010429644
Soc Trang,1981-07-21,1981,7,21,19.93107673202577
Soc Trang,1981-07-22,1981,7,22,14.229279048438537
Soc Trang,1981-07-23,1981,7,23,0.0079806027398812
Soc Trang,1981-07-24,1981,7,24,0.9977120518399842
Soc Trang,1981-07-25,1981,7,25,2.1238704792048684
Soc Trang,1981-07-26,1981,7,26,2.48629934214363
Soc Trang,1981-07-27,1981,7,27,2.86683183176634
Soc Trang,1981-07-28,1981,7,28,12.147373527463673
Soc Trang,1981-07-29,1981,7,29,14.517975201892405
Soc Trang,1981-07-30,1981,7,30,10.0520540307549
Soc Trang,1981-07-31,1981,7,31,4.982566290554932
Soc Trang,1981-08-01,1981,8,1,2.285971724987724
Soc Trang,1981-08-02,1981,8,2,7.182708980998692
Soc Trang,1981-08-03,1981,8,3,25.271596166205757
Soc Trang,1981-08-04,1981,8,4,17.141642260997003
Soc Trang,1981-08-05,1981,8,5,1.401939991488337
Soc Trang,1981-08-06,1981,8,6,16.111807250737826
Soc Trang,1981-08-07,1981,8,7,9.170886244409932
Soc Trang,1981-08-08,1981,8,8,19.32229965016417
Soc Trang,1981-08-09,1981,8,9,27.219406165572536
Soc Trang,1981-08-10,1981,8,10,12.680560094926983
Soc Trang,1981-08-11,1981,8,11,5.262659993099237
Soc Trang,1981-08-12,1981,8,12,4.2130562830368286
Soc Trang,1981-08-13,1981,8,13,10.897126011960324
Soc Trang,1981-08-14,1981,8,14,24.744622529868145
Soc Trang,1981-08-15,1981,8,15,20.158845722685736
Soc Trang,1981-08-16,1981,8,16,14.540911615509062
Soc Trang,1981-08-17,1981,8,17,3.649643913486572
Soc Trang,1981-08-18,1981,8,18,1.4172543637819297
Soc Trang,1981-08-19,1981,8,19,0.0
Soc Trang,1981-08-20,1981,8,20,9.039773916166888
Soc Trang,1981-08-21,1981,8,21,2.3942450335550878
Soc Trang,1981-08-22,1981,8,22,6.100374773924612
Soc Trang,1981-08-23,1981,8,23,2.2265916741087945
Soc Trang,1981-08-24,1981,8,24,3.1503406076497344
Soc Trang,1981-08-25,1981,8,25,7.651838294881086
Soc Trang,1981-08-26,1981,8,26,6.773048463408783
Soc Trang,1981-08-27,1981,8,27,0.0
Soc Trang,1981-08-28,1981,8,28,1.9378810224817895
Soc Trang,1981-08-29,1981,8,29,3.974093809611946
Soc Trang,1981-08-30,1981,8,30,0.0
Soc Trang,1981-08-31,1981,8,31,2.035997819503541
Soc Trang,1981-09-01,1981,9,1,1.6012140243955784
Soc Trang,1981-09-02,1981,9,2,2.797596245558206
Soc Trang,1981-09-03,1981,9,3,19.850675995846647
Soc Trang,1981-09-04,1981,9,4,2.676098457973134
Soc Trang,1981-09-05,1981,9,5,1.5487714272935644
Soc Trang,1981-09-06,1981,9,6,1.1292831267162386
