province_name,date,year,month,day,rainfall_mm
Tra Vinh,1981-01-01,1981,1,1,0.0
Tra Vinh,1981-01-02,1981,1,2,0.0035768033236096
Tra Vinh,1981-01-03,1981,1,3,0.0
Tra Vinh,1981-01-04,1981,1,4,0.0
Tra Vinh,1981-01-05,1981,1,5,0.0
Tra Vinh,1981-01-06,1981,1,6,0.0
Tra Vinh,1981-01-07,1981,1,7,0.0
Tra Vinh,1981-01-08,1981,1,8,0.0
Tra Vinh,1981-01-09,1981,1,9,0.7704059755025365
Tra Vinh,1981-01-10,1981,1,10,0.0
Tra Vinh,1981-01-11,1981,1,11,0.0
Tra Vinh,1981-01-12,1981,1,12,0.0
Tra Vinh,1981-01-13,1981,1,13,0.0
Tra Vinh,1981-01-14,1981,1,14,0.0
Tra Vinh,1981-01-15,1981,1,15,0.0
Tra Vinh,1981-01-16,1981,1,16,0.0
Tra Vinh,1981-01-17,1981,1,17,0.0
Tra Vinh,1981-01-18,1981,1,18,0.0
Tra Vinh,1981-01-19,1981,1,19,0.0
Tra Vinh,1981-01-20,1981,1,20,0.0
Tra Vinh,1981-01-21,1981,1,21,0.0
Tra Vinh,1981-01-22,1981,1,22,0.0
Tra Vinh,1981-01-23,1981,1,23,0.0
Tra Vinh,1981-01-24,1981,1,24,0.0
Tra Vinh,1981-01-25,1981,1,25,0.0
Tra Vinh,1981-01-26,1981,1,26,0.0
Tra Vinh,1981-01-27,1981,1,27,0.0
Tra Vinh,1981-01-28,1981,1,28,4.019228973010676
Tra Vinh,1981-01-29,1981,1,29,3.956483908528972
Tra Vinh,1981-01-30,1981,1,30,0.0
Tra Vinh,1981-01-31,1981,1,31,0.0
Tra Vinh,1981-02-01,1981,2,1,0.0
Tra Vinh,1981-02-02,1981,2,2,0.0
Tra Vinh,1981-02-03,1981,2,3,0.0
Tra Vinh,1981-02-04,1981,2,4,0.0
Tra Vinh,1981-02-05,1981,2,5,0.0
Tra Vinh,1981-02-06,1981,2,6,0.0
Tra Vinh,1981-02-07,1981,2,7,0.0
Tra Vinh,1981-02-08,1981,2,8,0.0
Tra Vinh,1981-02-09,1981,2,9,0.0
Tra Vinh,1981-02-10,1981,2,10,1.2925558029606292
Tra Vinh,1981-02-11,1981,2,11,3.92667745336908
Tra Vinh,1981-02-12,1981,2,12,0.0
Tra Vinh,1981-02-13,1981,2,13,0.5124635000157114
Tra Vinh,1981-02-14,1981,2,14,0.0
Tra Vinh,1981-02-15,1981,2,15,0.0
Tra Vinh,1981-02-16,1981,2,16,0.0
Tra Vinh,1981-02-17,1981,2,17,0.0
Tra Vinh,1981-02-18,1981,2,18,0.0
Tra Vinh,1981-02-19,1981,2,19,0.0
Tra Vinh,1981-02-20,1981,2,20,0.0
Tra Vinh,1981-02-21,1981,2,21,0.0
Tra Vinh,1981-02-22,1981,2,22,0.0
Tra Vinh,1981-02-23,1981,2,23,0.0
Tra Vinh,1981-02-24,1981,2,24,0.0
Tra Vinh,1981-02-25,1981,2,25,0.0
Tra Vinh,1981-02-26,1981,2,26,0.0
Tra Vinh,1981-02-27,1981,2,27,0.0
Tra Vinh,1981-02-28,1981,2,28,0.0
Tra Vinh,1981-03-01,1981,3,1,0.0
Tra Vinh,1981-03-02,1981,3,2,0.0
Tra Vinh,1981-03-03,1981,3,3,0.0
Tra Vinh,1981-03-04,1981,3,4,0.0
Tra Vinh,1981-03-05,1981,3,5,0.0
Tra Vinh,1981-03-06,1981,3,6,0.0
Tra Vinh,1981-03-07,1981,3,7,0.0
Tra Vinh,1981-03-08,1981,3,8,0.0
Tra Vinh,1981-03-09,1981,3,9,0.0
Tra Vinh,1981-03-10,1981,3,10,0.0
Tra Vinh,1981-03-11,1981,3,11,0.0
Tra Vinh,1981-03-12,1981,3,12,0.0
Tra Vinh,1981-03-13,1981,3,13,0.0
Tra Vinh,1981-03-14,1981,3,14,0.0
Tra Vinh,1981-03-15,1981,3,15,0.0
Tra Vinh,1981-03-16,1981,3,16,0.0
Tra Vinh,1981-03-17,1981,3,17,0.0
Tra Vinh,1981-03-18,1981,3,18,0.0
Tra Vinh,1981-03-19,1981,3,19,0.0
Tra Vinh,1981-03-20,1981,3,20,0.0
Tra Vinh,1981-03-21,1981,3,21,0.0
Tra Vinh,1981-03-22,1981,3,22,0.0
Tra Vinh,1981-03-23,1981,3,23,0.0
Tra Vinh,1981-03-24,1981,3,24,0.0
Tra Vinh,1981-03-25,1981,3,25,0.0
Tra Vinh,1981-03-26,1981,3,26,0.0
Tra Vinh,1981-03-27,1981,3,27,0.0
Tra Vinh,1981-03-28,1981,3,28,0.0
Tra Vinh,1981-03-29,1981,3,29,0.0
Tra Vinh,1981-03-30,1981,3,30,1.8027942676727269
Tra Vinh,1981-03-31,1981,3,31,2.1823018857489607
Tra Vinh,1981-04-01,1981,4,1,0.3869145063073976
Tra Vinh,1981-04-02,1981,4,2,0.6643950507154376
Tra Vinh,1981-04-03,1981,4,3,0.0
Tra Vinh,1981-04-04,1981,4,4,0.0
Tra Vinh,1981-04-05,1981,4,5,0.0
Tra Vinh,1981-04-06,1981,4,6,0.0
Tra Vinh,1981-04-07,1981,4,7,0.0
Tra Vinh,1981-04-08,1981,4,8,0.0
Tra Vinh,1981-04-09,1981,4,9,0.0
Tra Vinh,1981-04-10,1981,4,10,0.0
Tra Vinh,1981-04-11,1981,4,11,0.0067604820157842
Tra Vinh,1981-04-12,1981,4,12,0.7215638608428497
Tra Vinh,1981-04-13,1981,4,13,1.6429900477253427
Tra Vinh,1981-04-14,1981,4,14,0.2225500436568842
Tra Vinh,1981-04-15,1981,4,15,2.3699845990931574
Tra Vinh,1981-04-16,1981,4,16,0.0
Tra Vinh,1981-04-17,1981,4,17,1.9538585876978127
Tra Vinh,1981-04-18,1981,4,18,2.1604374376692195
Tra Vinh,1981-04-19,1981,4,19,0.0
Tra Vinh,1981-04-20,1981,4,20,0.0
Tra Vinh,1981-04-21,1981,4,21,3.0659485740785573
Tra Vinh,1981-04-22,1981,4,22,0.8351118212503019
Tra Vinh,1981-04-23,1981,4,23,0.0
Tra Vinh,1981-04-24,1981,4,24,0.0
Tra Vinh,1981-04-25,1981,4,25,0.0
Tra Vinh,1981-04-26,1981,4,26,0.0
Tra Vinh,1981-04-27,1981,4,27,0.0
Tra Vinh,1981-04-28,1981,4,28,0.0
Tra Vinh,1981-04-29,1981,4,29,0.0169968535619983
Tra Vinh,1981-04-30,1981,4,30,2.946651684028869
Tra Vinh,1981-05-01,1981,5,1,3.453534497284207
Tra Vinh,1981-05-02,1981,5,2,0.8854719927642452
Tra Vinh,1981-05-03,1981,5,3,3.955050032383888
Tra Vinh,1981-05-04,1981,5,4,7.819448042511222
Tra Vinh,1981-05-05,1981,5,5,5.971816325077587
Tra Vinh,1981-05-06,1981,5,6,1.4715210064794535
Tra Vinh,1981-05-07,1981,5,7,22.802379477507277
Tra Vinh,1981-05-08,1981,5,8,2.7686252943854126
Tra Vinh,1981-05-09,1981,5,9,2.6552528075954123
Tra Vinh,1981-05-10,1981,5,10,0.1268102562445869
Tra Vinh,1981-05-11,1981,5,11,10.160542444365644
Tra Vinh,1981-05-12,1981,5,12,3.510490380190611
Tra Vinh,1981-05-13,1981,5,13,1.1703869207141455
Tra Vinh,1981-05-14,1981,5,14,0.0625122000829814
Tra Vinh,1981-05-15,1981,5,15,0.0
Tra Vinh,1981-05-16,1981,5,16,8.16266641538123
Tra Vinh,1981-05-17,1981,5,17,5.251816875306238
Tra Vinh,1981-05-18,1981,5,18,2.607462822340972
Tra Vinh,1981-05-19,1981,5,19,0.4055991037617345
Tra Vinh,1981-05-20,1981,5,20,0.0
Tra Vinh,1981-05-21,1981,5,21,7.765229971710181
Tra Vinh,1981-05-22,1981,5,22,7.402328665366185
Tra Vinh,1981-05-23,1981,5,23,6.638493908721805
Tra Vinh,1981-05-24,1981,5,24,0.0478651044877223
Tra Vinh,1981-05-25,1981,5,25,21.692488120053586
Tra Vinh,1981-05-26,1981,5,26,3.033992491482832
Tra Vinh,1981-05-27,1981,5,27,1.878176456356488
Tra Vinh,1981-05-28,1981,5,28,0.0353422581446115
Tra Vinh,1981-05-29,1981,5,29,15.291270877309016
Tra Vinh,1981-05-30,1981,5,30,3.650671994867579
Tra Vinh,1981-05-31,1981,5,31,0.8575794894776423
Tra Vinh,1981-06-01,1981,6,1,1.5378484866834
Tra Vinh,1981-06-02,1981,6,2,12.135095962912112
Tra Vinh,1981-06-03,1981,6,3,8.86220513167739
Tra Vinh,1981-06-04,1981,6,4,17.66455603025092
